질환명,링크
락트-인 증후군 [locked-in syndrome],https://terms.naver.com/entry.naver?docId=927364&cid=51007&categoryId=51007
레이노 증후군 [raynaud’s phenomenon],https://terms.naver.com/entry.naver?docId=927027&cid=51007&categoryId=51007
레이저 수술 [laser surgery],https://terms.naver.com/entry.naver?docId=2119724&cid=51007&categoryId=51007
레이저 제모술 [laser epilation],https://terms.naver.com/entry.naver?docId=927741&cid=51007&categoryId=51007
레지오넬라증 [legionellosis],https://terms.naver.com/entry.naver?docId=926588&cid=51007&categoryId=51007
레트 증후군 [rett syndrome],https://terms.naver.com/entry.naver?docId=927249&cid=51007&categoryId=51007
렙토스피라증 [leptospirosis],https://terms.naver.com/entry.naver?docId=926589&cid=51007&categoryId=51007
로봇 수술 [robotic surgery],https://terms.naver.com/entry.naver?docId=927868&cid=51007&categoryId=51007
로타 바이러스 감염증 [rotaviral infection],https://terms.naver.com/entry.naver?docId=927236&cid=51007&categoryId=51007
루게릭병 [amyotrophic lateral sclerosis],https://terms.naver.com/entry.naver?docId=926684&cid=51007&categoryId=51007
루이소체치매 [Lewy body dementia],https://terms.naver.com/entry.naver?docId=6225948&cid=51007&categoryId=51007
루푸스 [systemic lupus erythematosus],https://terms.naver.com/entry.naver?docId=926626&cid=51007&categoryId=51007
류마티스 관절염 [rheumatoid arthritis],https://terms.naver.com/entry.naver?docId=926627&cid=51007&categoryId=51007
류마티스검사 [tests for rheumatic diseases],https://terms.naver.com/entry.naver?docId=927693&cid=51007&categoryId=51007
"리케치아 감염증 [Rickettsia, Rickettsia infection]",https://terms.naver.com/entry.naver?docId=2120083&cid=51007&categoryId=51007
림프부종 [Lymphedema],https://terms.naver.com/entry.naver?docId=5749215&cid=51007&categoryId=51007
림프절 비대 [lymph node enlargement],https://terms.naver.com/entry.naver?docId=927562&cid=51007&categoryId=51007
림프절 통증 [lymph node pain],https://terms.naver.com/entry.naver?docId=927563&cid=51007&categoryId=51007
림프종 [lymphoma],https://terms.naver.com/entry.naver?docId=927346&cid=51007&categoryId=51007
마른익사 [Dry drowning],https://terms.naver.com/entry.naver?docId=6225801&cid=51007&categoryId=51007
마비 [paralysis],https://terms.naver.com/entry.naver?docId=927530&cid=51007&categoryId=51007
마이코플라즈마질염 [Mycoplasma genitalium vaginitis],https://terms.naver.com/entry.naver?docId=6225916&cid=51007&categoryId=51007
마취 [anesthesia],https://terms.naver.com/entry.naver?docId=927860&cid=51007&categoryId=51007
마취 중 각성 [awareness during general anesthesia],https://terms.naver.com/entry.naver?docId=927532&cid=51007&categoryId=51007
마판 증후군 [Marfan syndrome],https://terms.naver.com/entry.naver?docId=926906&cid=51007&categoryId=51007
"막, 위막 [membrane, pseudomembrane]",https://terms.naver.com/entry.naver?docId=927447&cid=51007&categoryId=51007
만성 B형 간염 [chronic hepatitis B],https://terms.naver.com/entry.naver?docId=926880&cid=51007&categoryId=51007
만성 C형 간염 [chronic hepatitis C],https://terms.naver.com/entry.naver?docId=926881&cid=51007&categoryId=51007
만성 간염 [chronic hepatitis],https://terms.naver.com/entry.naver?docId=927328&cid=51007&categoryId=51007
만성 경막하 출혈 [chronic subdural hemorrhage],https://terms.naver.com/entry.naver?docId=926720&cid=51007&categoryId=51007
만성 골수성 백혈병 [chronic myeloid leukemia],https://terms.naver.com/entry.naver?docId=926812&cid=51007&categoryId=51007
만성 기관지염 [chronic bronchitis],https://terms.naver.com/entry.naver?docId=926983&cid=51007&categoryId=51007
만성 기침 [chronic cough],https://terms.naver.com/entry.naver?docId=927462&cid=51007&categoryId=51007
"만성 단순태선 및 양진 [lichen simplex chronicus, prurigo]",https://terms.naver.com/entry.naver?docId=926786&cid=51007&categoryId=51007
만성 림프구성 백혈병 [chronic lymphocytic leukemia],https://terms.naver.com/entry.naver?docId=926813&cid=51007&categoryId=51007
만성 방광부전 [chronic bladder failure],https://terms.naver.com/entry.naver?docId=927303&cid=51007&categoryId=51007
만성 부비동염 [chronic sinusitis],https://terms.naver.com/entry.naver?docId=926744&cid=51007&categoryId=51007
만성 비염 [chronic rhinitis],https://terms.naver.com/entry.naver?docId=926745&cid=51007&categoryId=51007
만성 염증성 탈수초성 다발성 신경병증 [chronic inflammatory demyelinating polyneuropathy],https://terms.naver.com/entry.naver?docId=926685&cid=51007&categoryId=51007
만성 중이염 [chronic otitis media],https://terms.naver.com/entry.naver?docId=926759&cid=51007&categoryId=51007
만성 췌장염 [chronic pancreatitis],https://terms.naver.com/entry.naver?docId=927299&cid=51007&categoryId=51007
"만성 콩팥병 [chronic renal failure, chronic kidney disease]",https://terms.naver.com/entry.naver?docId=926942&cid=51007&categoryId=51007
만성 폐쇄성 폐질환 [chronic obstructive pulmonary disease],https://terms.naver.com/entry.naver?docId=926984&cid=51007&categoryId=51007
만성 피로 증후군 [chronic fatigue syndrome],https://terms.naver.com/entry.naver?docId=926826&cid=51007&categoryId=51007
만성 후두염 [chronic laryngitis],https://terms.naver.com/entry.naver?docId=926746&cid=51007&categoryId=51007
만성전립선염 [Chronic prostatitis],https://terms.naver.com/entry.naver?docId=6226104&cid=51007&categoryId=51007
말단 비대증 [acromegaly],https://terms.naver.com/entry.naver?docId=926837&cid=51007&categoryId=51007
말라리아 [malaria],https://terms.naver.com/entry.naver?docId=926590&cid=51007&categoryId=51007
말로리바이스증후군 [Mallory-Weiss syndrome],https://terms.naver.com/entry.naver?docId=6226105&cid=51007&categoryId=51007
말초성 어지럼증 [peripheral dizziness],https://terms.naver.com/entry.naver?docId=926755&cid=51007&categoryId=51007
말초신경병증 [peripheral neuropathy],https://terms.naver.com/entry.naver?docId=927339&cid=51007&categoryId=51007
말초신경염 [peripheral neuritis],https://terms.naver.com/entry.naver?docId=2119745&cid=51007&categoryId=51007
말초혈액 도말 검사 [peripheral blood smear examination],https://terms.naver.com/entry.naver?docId=927660&cid=51007&categoryId=51007
말초혈액 조혈모세포 채집 [peripheral blood stem cell collection],https://terms.naver.com/entry.naver?docId=927850&cid=51007&categoryId=51007
"망막 박리 및 망막 열공 [retinal detachment, retinal tear]",https://terms.naver.com/entry.naver?docId=926955&cid=51007&categoryId=51007
망막 혈관 폐쇄 [occlusion of retinal vessels],https://terms.naver.com/entry.naver?docId=926954&cid=51007&categoryId=51007
망막색소변성증 [retinitis pigmentosa],https://terms.naver.com/entry.naver?docId=2119748&cid=51007&categoryId=51007
망막손상 [Retinal injury],https://terms.naver.com/entry.naver?docId=6225802&cid=51007&categoryId=51007
망막수술 [Retinal surgery],https://terms.naver.com/entry.naver?docId=6225850&cid=51007&categoryId=51007
망막열공 [Retinal tear],https://terms.naver.com/entry.naver?docId=6225944&cid=51007&categoryId=51007
망막전막 [Epiretinal membrane],https://terms.naver.com/entry.naver?docId=6225864&cid=51007&categoryId=51007
망막출혈 [Retinal hemorrhage],https://terms.naver.com/entry.naver?docId=6226085&cid=51007&categoryId=51007
망상장애 [delusional disorder],https://terms.naver.com/entry.naver?docId=926935&cid=51007&categoryId=51007
매독 [syphilis],https://terms.naver.com/entry.naver?docId=926591&cid=51007&categoryId=51007
매독 검사 [tests for syphilis],https://terms.naver.com/entry.naver?docId=927692&cid=51007&categoryId=51007
매복치 [impacted tooth],https://terms.naver.com/entry.naver?docId=926975&cid=51007&categoryId=51007
맥박측정법 [Checking heart rate],https://terms.naver.com/entry.naver?docId=6225768&cid=51007&categoryId=51007
머리 백선 [tinea capitis],https://terms.naver.com/entry.naver?docId=926784&cid=51007&categoryId=51007
메니에르병 [Meniere’s disease],https://terms.naver.com/entry.naver?docId=926747&cid=51007&categoryId=51007
메티실린 내성 황색포도알균 감염 [methicillin-resistant Staphylococcus aureus infection],https://terms.naver.com/entry.naver?docId=927066&cid=51007&categoryId=51007
멜라닌색소부족 [Hypomelanosis],https://terms.naver.com/entry.naver?docId=6226007&cid=51007&categoryId=51007
멜라스 증후군 [Melas syndrome],https://terms.naver.com/entry.naver?docId=2120081&cid=51007&categoryId=51007
면역 치료 [immunotherapy],https://terms.naver.com/entry.naver?docId=927753&cid=51007&categoryId=51007
면역력검사 [Immunity test],https://terms.naver.com/entry.naver?docId=6225890&cid=51007&categoryId=51007
모공각화증 [keratosis pilaris],https://terms.naver.com/entry.naver?docId=927313&cid=51007&categoryId=51007
모낭염 [folliculitis],https://terms.naver.com/entry.naver?docId=927092&cid=51007&categoryId=51007
모세혈관확장증 [telangiectasia],https://terms.naver.com/entry.naver?docId=927295&cid=51007&categoryId=51007
모소낭 [pilonidal sinus],https://terms.naver.com/entry.naver?docId=926787&cid=51007&categoryId=51007
모야모야병 [moyamoya disease],https://terms.naver.com/entry.naver?docId=926907&cid=51007&categoryId=51007
모유 수유 [breast feeding],https://terms.naver.com/entry.naver?docId=927603&cid=51007&categoryId=51007
목근육통 [cervical myalgia],https://terms.naver.com/entry.naver?docId=927533&cid=51007&categoryId=51007
무감각증 [anesthesia],https://terms.naver.com/entry.naver?docId=927401&cid=51007&categoryId=51007
무균성 수막염 [aseptic meningitis],https://terms.naver.com/entry.naver?docId=926592&cid=51007&categoryId=51007
무기력증 [Lethargy],https://terms.naver.com/entry.naver?docId=6226076&cid=51007&categoryId=51007
무기폐 [atelectasis],https://terms.naver.com/entry.naver?docId=927036&cid=51007&categoryId=51007
무도증 [chorea],https://terms.naver.com/entry.naver?docId=927365&cid=51007&categoryId=51007
무릎 관절염 [Osteoarthritis of knee],https://terms.naver.com/entry.naver?docId=5749204&cid=51007&categoryId=51007
무릎관절내시경 [Knee arthroscopy],https://terms.naver.com/entry.naver?docId=6225878&cid=51007&categoryId=51007
무릎연골수술 [Knee cartilage surgery],https://terms.naver.com/entry.naver?docId=6225970&cid=51007&categoryId=51007
무릎연골연화증 [chondromalacia of the patella],https://terms.naver.com/entry.naver?docId=2119764&cid=51007&categoryId=51007
무릎염증 [Knee arthritis],https://terms.naver.com/entry.naver?docId=6226003&cid=51007&categoryId=51007
무릎통증 [Knee pain],https://terms.naver.com/entry.naver?docId=6226061&cid=51007&categoryId=51007
무모증 및 빈모증 [atrichia pubis],https://terms.naver.com/entry.naver?docId=926788&cid=51007&categoryId=51007
무월경 [amenorrhea],https://terms.naver.com/entry.naver?docId=926849&cid=51007&categoryId=51007
무정자증 [azoospermia],https://terms.naver.com/entry.naver?docId=927070&cid=51007&categoryId=51007
무좀 [tinea pedis],https://terms.naver.com/entry.naver?docId=926789&cid=51007&categoryId=51007
무지외반증 [hallux valgus],https://terms.naver.com/entry.naver?docId=926766&cid=51007&categoryId=51007
문신부작용 [Adverse effects of tattoo],https://terms.naver.com/entry.naver?docId=6225752&cid=51007&categoryId=51007
물리 치료 [physical therapy],https://terms.naver.com/entry.naver?docId=927759&cid=51007&categoryId=51007
물사마귀 [Molluscum contagiosum],https://terms.naver.com/entry.naver?docId=6226067&cid=51007&categoryId=51007
미각성 비염 [Vasomotor rhinitis],https://terms.naver.com/entry.naver?docId=6225882&cid=51007&categoryId=51007
미나마타병 [Minamata disease],https://terms.naver.com/entry.naver?docId=926686&cid=51007&categoryId=51007
미레나 [mirena],https://terms.naver.com/entry.naver?docId=927760&cid=51007&categoryId=51007
미맹 [ageusia],https://terms.naver.com/entry.naver?docId=2119756&cid=51007&categoryId=51007
"미세 변화 신증후군 [minimal change lesion, minimal change nephrotic syndrome]",https://terms.naver.com/entry.naver?docId=927056&cid=51007&categoryId=51007
미세골절술 [Micro-fracturing],https://terms.naver.com/entry.naver?docId=6225748&cid=51007&categoryId=51007
미세천공술 [Micro-drilling],https://terms.naver.com/entry.naver?docId=6225832&cid=51007&categoryId=51007
미세침 치료 [microneedle therapy system],https://terms.naver.com/entry.naver?docId=927744&cid=51007&categoryId=51007
미세현미경수술 [Microscopic discectomy],https://terms.naver.com/entry.naver?docId=6225757&cid=51007&categoryId=51007
미숙아 [preterm infant],https://terms.naver.com/entry.naver?docId=927158&cid=51007&categoryId=51007
미숙아 망막병증 [retinopathy of prematurity(ROP)],https://terms.naver.com/entry.naver?docId=927300&cid=51007&categoryId=51007
미술 치료 [art therapy],https://terms.naver.com/entry.naver?docId=927815&cid=51007&categoryId=51007
미주신경성 실신 [Vasovagal Syncope],https://terms.naver.com/entry.naver?docId=927167&cid=51007&categoryId=51007
바이러스 결막염 [viral conjunctivitis],https://terms.naver.com/entry.naver?docId=926956&cid=51007&categoryId=51007
바이러스성장염 [Viral enterocolitis],https://terms.naver.com/entry.naver?docId=6225907&cid=51007&categoryId=51007
박리성 간질성 폐렴 [desquamative interstitial pneumonia],https://terms.naver.com/entry.naver?docId=926994&cid=51007&categoryId=51007
박탈성각질융해증 [Exfoliative keratolysis],https://terms.naver.com/entry.naver?docId=6225897&cid=51007&categoryId=51007
박피술 [peeling],https://terms.naver.com/entry.naver?docId=927742&cid=51007&categoryId=51007
반사회적 인격장애 [antisocial personality disorder],https://terms.naver.com/entry.naver?docId=927273&cid=51007&categoryId=51007
반월상 연골판 손상 [Meniscus tear],https://terms.naver.com/entry.naver?docId=5749203&cid=51007&categoryId=51007
반응성 관절염 [reactive arthritis],https://terms.naver.com/entry.naver?docId=927028&cid=51007&categoryId=51007
반응성애착장애 [Reactive attachment disorder],https://terms.naver.com/entry.naver?docId=6225930&cid=51007&categoryId=51007
반점 [macule],https://terms.naver.com/entry.naver?docId=927402&cid=51007&categoryId=51007
반점치 [Enamel spot],https://terms.naver.com/entry.naver?docId=6226110&cid=51007&categoryId=51007
반코마이신 내성 장알균 감염 [vancomycin-resistant enterococci infection],https://terms.naver.com/entry.naver?docId=927067&cid=51007&categoryId=51007
발가락골절 [Toe fracture],https://terms.naver.com/entry.naver?docId=6226041&cid=51007&categoryId=51007
발기부전 [erectile dysfunction],https://terms.naver.com/entry.naver?docId=926635&cid=51007&categoryId=51007
발달성 고관절 이형성증 [developmental dysplasia of the hip],https://terms.naver.com/entry.naver?docId=927002&cid=51007&categoryId=51007
발달장애 [developmental disability],https://terms.naver.com/entry.naver?docId=927188&cid=51007&categoryId=51007
발모벽 [Trichotillomania],https://terms.naver.com/entry.naver?docId=6226086&cid=51007&categoryId=51007
발목골절 [Ankle fracture],https://terms.naver.com/entry.naver?docId=6225977&cid=51007&categoryId=51007
발목불안정증 [Ankle instability],https://terms.naver.com/entry.naver?docId=6225903&cid=51007&categoryId=51007
발목염좌 [ankle sprain],https://terms.naver.com/entry.naver?docId=927124&cid=51007&categoryId=51007
발목염증 [Ankle arthritis],https://terms.naver.com/entry.naver?docId=6225943&cid=51007&categoryId=51007
발목인대수술 [Ankle ligament surgery],https://terms.naver.com/entry.naver?docId=6225952&cid=51007&categoryId=51007
발목터널증후군 [Tarsal tunnel syndrome],https://terms.naver.com/entry.naver?docId=6225910&cid=51007&categoryId=51007
발열 [fever],https://terms.naver.com/entry.naver?docId=927545&cid=51007&categoryId=51007
발열성 수혈 부작용 [febrile transfusion reaction],https://terms.naver.com/entry.naver?docId=927507&cid=51007&categoryId=51007
발작성 빈맥 [paroxysmal tachycardia],https://terms.naver.com/entry.naver?docId=927435&cid=51007&categoryId=51007
발작성기침 [Paroxysmal cough],https://terms.naver.com/entry.naver?docId=6225762&cid=51007&categoryId=51007
발진 [rash],https://terms.naver.com/entry.naver?docId=927560&cid=51007&categoryId=51007
"발진열 [R.typhi, murine typhus]",https://terms.naver.com/entry.naver?docId=2120084&cid=51007&categoryId=51007
발진티푸스 [epidemic typhus],https://terms.naver.com/entry.naver?docId=926593&cid=51007&categoryId=51007
발한 [sweating],https://terms.naver.com/entry.naver?docId=927572&cid=51007&categoryId=51007
방광 요도 조영검사 [cystourethrography],https://terms.naver.com/entry.naver?docId=927642&cid=51007&categoryId=51007
"방광결석 [bladder calculus, Urinary Bladder Calculi]",https://terms.naver.com/entry.naver?docId=2119736&cid=51007&categoryId=51007
방광내시경 [cystoscopy],https://terms.naver.com/entry.naver?docId=2119522&cid=51007&categoryId=51007
방광암 [bladder cancer],https://terms.naver.com/entry.naver?docId=926636&cid=51007&categoryId=51007
방광염 [cystitis],https://terms.naver.com/entry.naver?docId=926637&cid=51007&categoryId=51007
방사면역측정법 [radioimmunoassay],https://terms.naver.com/entry.naver?docId=927655&cid=51007&categoryId=51007
방사선 치료 [radiotherapy],https://terms.naver.com/entry.naver?docId=2119728&cid=51007&categoryId=51007
방사성 요오드(아이오딘) 치료 [radioactive iodine therapy],https://terms.naver.com/entry.naver?docId=927837&cid=51007&categoryId=51007
"방아쇠 수지 [trigger finger, Trigger Finger Disorder]",https://terms.naver.com/entry.naver?docId=2119760&cid=51007&categoryId=51007
배 속 가스 [intestinal gas],https://terms.naver.com/entry.naver?docId=927422&cid=51007&categoryId=51007
배뇨지연 [hesitancy],https://terms.naver.com/entry.naver?docId=927438&cid=51007&categoryId=51007
배뇨통 [dysuria],https://terms.naver.com/entry.naver?docId=927439&cid=51007&categoryId=51007
배란 [ovulation],https://terms.naver.com/entry.naver?docId=927593&cid=51007&categoryId=51007
배란통 [ovulation pain],https://terms.naver.com/entry.naver?docId=927472&cid=51007&categoryId=51007
배아세포종 [germinoma],https://terms.naver.com/entry.naver?docId=927102&cid=51007&categoryId=51007
백내장 [cataract],https://terms.naver.com/entry.naver?docId=926957&cid=51007&categoryId=51007
백내장수술 [Cataract surgery],https://terms.naver.com/entry.naver?docId=6226068&cid=51007&categoryId=51007
백반증 [vitiligo],https://terms.naver.com/entry.naver?docId=926790&cid=51007&categoryId=51007
백색증 [albinism],https://terms.naver.com/entry.naver?docId=926791&cid=51007&categoryId=51007
백일해 [pertussis],https://terms.naver.com/entry.naver?docId=926652&cid=51007&categoryId=51007
백혈구 감소증 [leukopenia],https://terms.naver.com/entry.naver?docId=927525&cid=51007&categoryId=51007
백혈구 증가증 [leukocytosis],https://terms.naver.com/entry.naver?docId=927526&cid=51007&categoryId=51007
백혈병 [leukemia],https://terms.naver.com/entry.naver?docId=927324&cid=51007&categoryId=51007
버거씨병 [Buerger's disease],https://terms.naver.com/entry.naver?docId=926628&cid=51007&categoryId=51007
버킷림프종 [Burkitt lymphoma],https://terms.naver.com/entry.naver?docId=6226108&cid=51007&categoryId=51007
범혈구감소증 [Pancytopenia],https://terms.naver.com/entry.naver?docId=6226111&cid=51007&categoryId=51007
법정 감염병 [nationally notifiable communicable diseases],https://terms.naver.com/entry.naver?docId=927340&cid=51007&categoryId=51007
베라르치료 [Berard auditory integration training],https://terms.naver.com/entry.naver?docId=6225787&cid=51007&categoryId=51007
베르너 증후군 [werner syndrome],https://terms.naver.com/entry.naver?docId=927246&cid=51007&categoryId=51007
베이커낭종 [Baker's cyst],https://terms.naver.com/entry.naver?docId=6225935&cid=51007&categoryId=51007
베체트병 [Behcet's disease],https://terms.naver.com/entry.naver?docId=926629&cid=51007&categoryId=51007
변비 [constipation],https://terms.naver.com/entry.naver?docId=927423&cid=51007&categoryId=51007
변실금 [fecal incontinence],https://terms.naver.com/entry.naver?docId=927110&cid=51007&categoryId=51007
변연절제술 [Debridement],https://terms.naver.com/entry.naver?docId=6225969&cid=51007&categoryId=51007
병적도벽 [kleptomania],https://terms.naver.com/entry.naver?docId=927008&cid=51007&categoryId=51007
보바스 치료법 [bobath],https://terms.naver.com/entry.naver?docId=927725&cid=51007&categoryId=51007
보이타 치료법 [vojta therapy],https://terms.naver.com/entry.naver?docId=927720&cid=51007&categoryId=51007
보조기 [orthosis],https://terms.naver.com/entry.naver?docId=927724&cid=51007&categoryId=51007
보청기 [hearing aid],https://terms.naver.com/entry.naver?docId=927731&cid=51007&categoryId=51007
보툴리눔 독소 시술법 [botulinum toxin therapy],https://terms.naver.com/entry.naver?docId=927852&cid=51007&categoryId=51007
복강경 수술 [laparoscopic surgery],https://terms.naver.com/entry.naver?docId=927746&cid=51007&categoryId=51007
복강내출혈 [Intra-abdominal hemorrhage],https://terms.naver.com/entry.naver?docId=6226096&cid=51007&categoryId=51007
복막 투석 [peritoneal dialysis],https://terms.naver.com/entry.naver?docId=927795&cid=51007&categoryId=51007
복막염 [peritonitis],https://terms.naver.com/entry.naver?docId=927055&cid=51007&categoryId=51007
복부 팽만 [abdominal distension],https://terms.naver.com/entry.naver?docId=927467&cid=51007&categoryId=51007
복부대동맥류 [abdominal aortic aneurysm],https://terms.naver.com/entry.naver?docId=2120074&cid=51007&categoryId=51007
복부비만 [abdominal obesity],https://terms.naver.com/entry.naver?docId=927145&cid=51007&categoryId=51007
복압성 요실금 [stress urinary incontinence],https://terms.naver.com/entry.naver?docId=926638&cid=51007&categoryId=51007
복통 [abdominal pain],https://terms.naver.com/entry.naver?docId=927424&cid=51007&categoryId=51007
복합부위 통증 증후군 [complex regional pain syndrome],https://terms.naver.com/entry.naver?docId=926827&cid=51007&categoryId=51007
본태성 고혈압 [essential hypertension],https://terms.naver.com/entry.naver?docId=926908&cid=51007&categoryId=51007
볼거리 [mumps],https://terms.naver.com/entry.naver?docId=926653&cid=51007&categoryId=51007
봉와직염 [cellulitis],https://terms.naver.com/entry.naver?docId=926792&cid=51007&categoryId=51007
부갑상선 기능 저하증 [hypoparathyroidism],https://terms.naver.com/entry.naver?docId=927115&cid=51007&categoryId=51007
부스럼 [furuncle],https://terms.naver.com/entry.naver?docId=927586&cid=51007&categoryId=51007
부신기능저하증 [Adrenal insufficiency],https://terms.naver.com/entry.naver?docId=6226006&cid=51007&categoryId=51007
부신종양 [Adrenal tumor],https://terms.naver.com/entry.naver?docId=6225924&cid=51007&categoryId=51007
부위 마취 [Regional anesthesia],https://terms.naver.com/entry.naver?docId=5749213&cid=51007&categoryId=51007
부인과 자기공명영상 [pelvis magnetic resonance imaging],https://terms.naver.com/entry.naver?docId=927621&cid=51007&categoryId=51007
부인과초음파 [gynecology ultrasonography],https://terms.naver.com/entry.naver?docId=927628&cid=51007&categoryId=51007
부정교합 [malocclusion],https://terms.naver.com/entry.naver?docId=927091&cid=51007&categoryId=51007
"부정맥 [arrhythmia, Cardiac arrhythmia]",https://terms.naver.com/entry.naver?docId=926763&cid=51007&categoryId=51007
부종 [edema],https://terms.naver.com/entry.naver?docId=927403&cid=51007&categoryId=51007
부종양 증후군 [paraneoplastic neurological syndrome],https://terms.naver.com/entry.naver?docId=927012&cid=51007&categoryId=51007
부주상골증후군 [Accessory navicular bone syndrome],https://terms.naver.com/entry.naver?docId=6226052&cid=51007&categoryId=51007
분리불안장애 [separation anxiety disorder],https://terms.naver.com/entry.naver?docId=927265&cid=51007&categoryId=51007
분만 [delivery],https://terms.naver.com/entry.naver?docId=927838&cid=51007&categoryId=51007
불면장애 [primary insomnia],https://terms.naver.com/entry.naver?docId=926923&cid=51007&categoryId=51007
불명열 [fever of unknown origin],https://terms.naver.com/entry.naver?docId=926594&cid=51007&categoryId=51007
불안 [anxiety],https://terms.naver.com/entry.naver?docId=927552&cid=51007&categoryId=51007
불안장애 [anxiety disorder],https://terms.naver.com/entry.naver?docId=927185&cid=51007&categoryId=51007
불임 [infertility],https://terms.naver.com/entry.naver?docId=926850&cid=51007&categoryId=51007
브라카유전자검사 [BRCA gene test],https://terms.naver.com/entry.naver?docId=6225740&cid=51007&categoryId=51007
비갑개 성형술 [turbinoplasty],https://terms.naver.com/entry.naver?docId=927732&cid=51007&categoryId=51007
비갑개 수술 [turbinate surgery],https://terms.naver.com/entry.naver?docId=2119720&cid=51007&categoryId=51007
비강건조증 [Dry nose],https://terms.naver.com/entry.naver?docId=6225868&cid=51007&categoryId=51007
비강암 [nasal cavity cancer],https://terms.naver.com/entry.naver?docId=927088&cid=51007&categoryId=51007
비골 골절 [nasal bone fracture],https://terms.naver.com/entry.naver?docId=927089&cid=51007&categoryId=51007
비관혈수술 [Intervention],https://terms.naver.com/entry.naver?docId=6225759&cid=51007&categoryId=51007
비듬 [dandruff],https://terms.naver.com/entry.naver?docId=926793&cid=51007&categoryId=51007
비립종 [milium],https://terms.naver.com/entry.naver?docId=927093&cid=51007&categoryId=51007
비만 [obesity],https://terms.naver.com/entry.naver?docId=926838&cid=51007&categoryId=51007
비만대사 수술 [bariatric surgery],https://terms.naver.com/entry.naver?docId=927747&cid=51007&categoryId=51007
비문증 [vitreous floaters],https://terms.naver.com/entry.naver?docId=927461&cid=51007&categoryId=51007
비브리오패혈증 [vibrio vulnificus sepsis],https://terms.naver.com/entry.naver?docId=926595&cid=51007&categoryId=51007
비용종 [nasal polyp],https://terms.naver.com/entry.naver?docId=926748&cid=51007&categoryId=51007
비인두암 [nasopharyngeal cancer],https://terms.naver.com/entry.naver?docId=927075&cid=51007&categoryId=51007
비임균성 요도염 [nongonococcal urethritis],https://terms.naver.com/entry.naver?docId=927242&cid=51007&categoryId=51007
비중격 만곡증 [deviated nasal septum],https://terms.naver.com/entry.naver?docId=926749&cid=51007&categoryId=51007
비중격 성형술 [septoplasty],https://terms.naver.com/entry.naver?docId=927733&cid=51007&categoryId=51007
비출혈 [epistaxis],https://terms.naver.com/entry.naver?docId=927385&cid=51007&categoryId=51007
"비특이성 간질성 폐렴 [non-specific interstitial pneumonia, idiopathic non-specific interstitial pneumonia (INSIP)]",https://terms.naver.com/entry.naver?docId=926997&cid=51007&categoryId=51007
비폐색 [nasal obstruction],https://terms.naver.com/entry.naver?docId=927386&cid=51007&categoryId=51007
비호지킨 림프종 [non-Hodgkin’s lymphoma],https://terms.naver.com/entry.naver?docId=926814&cid=51007&categoryId=51007
비화농성 중이염 [non-suppurative otitis media],https://terms.naver.com/entry.naver?docId=926750&cid=51007&categoryId=51007
비후성 비염 [hypertrophic rhinitis],https://terms.naver.com/entry.naver?docId=927285&cid=51007&categoryId=51007
비후성 심근증 [hypertrophic cardiomyopathy],https://terms.naver.com/entry.naver?docId=927131&cid=51007&categoryId=51007
비후성 유문협착증 [hypertrophic pyloric stenosis],https://terms.naver.com/entry.naver?docId=2119757&cid=51007&categoryId=51007
"빈뇨 및 야간뇨 [urinary frequency, nocturia, Urinary frequency and nocturia]",https://terms.naver.com/entry.naver?docId=927440&cid=51007&categoryId=51007
빈맥 [tachycardia],https://terms.naver.com/entry.naver?docId=927155&cid=51007&categoryId=51007
빈혈 [anemia],https://terms.naver.com/entry.naver?docId=927337&cid=51007&categoryId=51007
빈혈 검사 [anemia work-up],https://terms.naver.com/entry.naver?docId=927657&cid=51007&categoryId=51007
빙섭취증 [Pagophagia],https://terms.naver.com/entry.naver?docId=6225755&cid=51007&categoryId=51007
뼈 스캔 [bone scan],https://terms.naver.com/entry.naver?docId=927653&cid=51007&categoryId=51007
사각턱 치료 [square jaw reduction],https://terms.naver.com/entry.naver?docId=927735&cid=51007&categoryId=51007
사구체신염 [Glomerulonephritis],https://terms.naver.com/entry.naver?docId=6226026&cid=51007&categoryId=51007
사구체종양 [Glomus tumor],https://terms.naver.com/entry.naver?docId=6225911&cid=51007&categoryId=51007
사람면역결핍바이러스 [human immunodeficiency virus],https://terms.naver.com/entry.naver?docId=926604&cid=51007&categoryId=51007
사랑니 발치 [3rd molar extraction],https://terms.naver.com/entry.naver?docId=927752&cid=51007&categoryId=51007
사랑니 질환 [wisdom tooth],https://terms.naver.com/entry.naver?docId=927090&cid=51007&categoryId=51007
사레 [aspiration],https://terms.naver.com/entry.naver?docId=927464&cid=51007&categoryId=51007
사르코이드증 [sarcoidosis],https://terms.naver.com/entry.naver?docId=926987&cid=51007&categoryId=51007
사마귀 [wart],https://terms.naver.com/entry.naver?docId=926794&cid=51007&categoryId=51007
사마귀 제거 [wart removal],https://terms.naver.com/entry.naver?docId=927869&cid=51007&categoryId=51007
사면발니 [phthiriasis],https://terms.naver.com/entry.naver?docId=926596&cid=51007&categoryId=51007
사시 [strabismus],https://terms.naver.com/entry.naver?docId=926958&cid=51007&categoryId=51007
사회불안장애 [social phobia],https://terms.naver.com/entry.naver?docId=926924&cid=51007&categoryId=51007
사후 피임법 [postcoital contraception],https://terms.naver.com/entry.naver?docId=927590&cid=51007&categoryId=51007
