label,text
자기애성 인격장애,"자기애성 인격장애의 증상과 그 심각성은 사람마다 다를 수 있습니다. 이 장애를 가진 사람들은 다음과 같은 특징을 보일 수 있습니다: - 지나치게 높은 자존감을 가지고 있으며, 지속적이고 과도한 칭찬을 필요로 합니다. - 특권과 특별한 대우를 받을 자격이 있다고 느낍니다. - 성취가 없어도 자신이 우월하다고 인정받기를 기대합니다. - 자신의 성취와 재능을 실제보다 과장합니다. - 성공, 권력, 지능, 아름다움 또는 완벽한 배우자에 대한 환상에 사로잡혀 있습니다. - 자신이 다른 사람들보다 우월하다고 믿으며, 자신과 동등하게 특별한 사람들과만 시간을 보내거나 이해받을 수 있다고 생각합니다. - 중요하지 않다고 느끼는 사람들을 비판하고 깔보는 경향이 있습니다. - 특별한 호의를 기대하며, 다른 사람들이 자신의 요구를 의문 없이 들어주기를 바랍니다. - 원하는 것을 얻기 위해 타인을 이용합니다. - 다른 사람들의 필요와 감정을 인식하지 못하거나 인식하려 하지 않습니다. - 다른 사람들을 질투하며, 다른 사람들도"
알레르기,"몸이 아프고 메스꺼우며 어지러운 느낌이 듭니다. 목이 부어서 숨쉬기가 어렵습니다. 가끔 밤에 가슴이 아프고, 때때로 속이 메스껍습니다."
만성 담즙 정체증,"가려움, 구토, 피부 황변, 식욕 부진, 복통, 눈의 황변"
요로 감염,"소변에서 이상한 냄새가 나고, 색이 붉거나 검게 변하거나 두 가지 색이 모두 나타납니다. 체온이 많이 변동하고, 이로 인해 밤에 잠을 잘 수 없습니다."
뎅기열,"피부 발진, 오한, 관절 통증, 구토, 피로, 고열, 두통, 메스꺼움, 식욕 부진, 눈 뒤쪽 통증, 허리 통증, 근육 통증, 몸에 붉은 반점"
소아 뇌종양,"어린이의 뇌종양 증상은 종양의 유형, 크기, 위치 및 성장 속도에 따라 크게 다를 수 있습니다. 일부 증상은 다른 질환의 증상과 유사하여 쉽게 감지되지 않을 수 있습니다. 어린이에게서 흔히 나타나는 뇌종양 증상은 다음과 같습니다: 두통이 점점 더 자주, 심하게 발생함, 머리에 압박감이 증가하는 느낌, 원인 불명의 메스꺼움이나 구토, 갑작스러운 시력 문제 발생, 예를 들어 복시 등이 있습니다. 종양의 위치에 따라 나타날 수 있는 다른 증상으로는 다음과 같은 것들이 있습니다: 아기에서 두개골의 천문이 불룩해짐, 발작 (특히 발작의 병력이 없는 경우), 비정상적인 안구 운동, 발음이 어눌해짐, 삼키기 어려움, 식욕 부진; 아기의 경우 수유 곤란, 균형 잡기 어려움, 걷기 어려움, 팔이나 다리의 약화 또는 감각 상실, 얼굴 한쪽의 약화나 처짐, 혼란, 과민성, 기억 문제, 성격이나 행동의 변화, 청각 문제 등이 있습니다."
천포창,"천포창은 피부와 점막에 물집을 형성하는 질환입니다. 이 물집은 쉽게 터져서 열린 상처가 되며, 이 상처는 진물이 나고 감염될 수 있습니다. 천포창의 두 가지 일반적인 유형의 징후와 증상은 다음과 같습니다: 1. 심상성 천포창(Pemphigus vulgaris): 이 유형은 보통 입안에 물집이 생기면서 시작되며, 이후 피부나 생식기 점막으로 퍼집니다. 물집은 대개 통증이 있지만 가렵지는 않습니다. 입이나 목에 생긴 물집은 삼키거나 음식을 먹기 어렵게 만들 수 있습니다. 2. 낙엽상 천포창(Pemphigus foliaceus): 이 유형은 가슴, 등, 어깨에 물집을 형성합니다. 물집은 통증보다는 가려움증이 더 심합니다. 낙엽상 천포창은 입안에 물집을 일으키지 않습니다. 천포창은 노인에게 영향을 미치고 치명적일 수 있는 수포성 천포창(bullous pemphigoid)과는 구별되는 질환입니다."
말라리아,열이 나고 오한이 있으며 구토를 하고 있습니다. 또한 땀이 많이 나고 두통이 있습니다. 메스꺼움을 느끼고 근육통도 있습니다.
감기,"눈이 빨갛고 눈물이 나며, 부비동이 답답합니다. 숨쉬기가 어렵고 피곤합니다. 림프절이 부어 있고 목에 점액이 많이 있습니다."
구강 칸디다증,"어린이와 성인의 경우 구강 칸디다증의 초기 증상은 눈에 띄지 않을 수 있습니다. 증상으로는 다음과 같은 것들이 있습니다: - 혀, 입 안쪽 뺨, 때때로 입천장, 잇몸 및 편도에 나타나는 크림색의 흰 병변 - 코티지 치즈와 같은 약간 융기된 병변 - 발적, 화끈거림 또는 통증이 심해져 음식을 먹거나 삼키기 어려운 경우 - 병변을 문지르거나 긁었을 때 약간의 출혈 - 입가의 갈라짐과 발적 - 입안에 솜이 든 듯한 느낌 - 미각 상실 - 틀니 아래의 발적, 자극 및 통증 (의치 구내염) 심한 경우, 주로 암이나 HIV/AIDS로 인한 면역 체계 약화와 관련되어 병변이 식도로 퍼질 수 있습니다. 이 경우 삼키기 어려움, 통증, 음식이 목에 걸리는 느낌이 있을 수 있습니다. 영아와 모유 수유 중인 어머니의 경우, 영아는 입 안의 특유의 흰 병변 외에도 수유에 어려움을 겪거나 보채고 짜증을 낼 수 있습니다. 이 감염은 모유 수유 중에 어머니에게 전염될 수 있으며, 어머니의 유방과 아기의 입 사이에서 감염이 반복될 "
횡단성 척수염,"횡단성 척수염의 징후와 증상은 몇 시간에서 며칠에 걸쳐 나타날 수 있으며, 때로는 몇 주에 걸쳐 서서히 진행되기도 합니다. 횡단성 척수염은 일반적으로 척수의 영향을 받은 부위 아래의 신체 양쪽에 영향을 미치지만, 때로는 신체의 한쪽에만 증상이 나타날 수도 있습니다. 일반적인 징후와 증상은 다음과 같습니다: 1. 통증: 횡단성 척수염으로 인한 통증은 갑자기 허리 아래에서 시작될 수 있습니다. 날카로운 통증이 다리나 팔, 또는 가슴이나 복부를 따라 퍼질 수 있습니다. 통증의 양상은 영향을 받은 척수 부위에 따라 다릅니다. 2. 이상 감각: 일부 환자들은 무감각, 저림, 차가움 또는 화끈거림을 느낄 수 있습니다. 어떤 사람들은 옷이 닿는 가벼운 접촉이나 극심한 더위나 추위에 특히 민감할 수 있습니다. 가슴, 복부 또는 다리에 무언가가 꽉 조이는 느낌이 들 수 있습니다. 3. 팔이나 다리의 약화: 일부 사람들은 다리가 무거워지거나 발을 질질 끌거나 비틀거리는 것을 느낄 수 있습니다. 다른 사람들은 심한 약화나 "
정맥류,저는 다리에 정맥류가 있습니다. 정맥이 부풀어 올라 피부 밖으로 튀어나와 있습니다. 매우 불편합니다.
고혈압,"두통, 어지러움, 균형 감각 상실, 집중력 저하"
요로 감염,소변을 볼 때 타는 듯한 느낌이 있습니다. 때때로 매우 아프고 소변에서 악취가 납니다. 특히 밤에 소변을 더 자주 봐야 합니다.
종기 및 큰종기,"종기 종기는 피부 어디에서나 발생할 수 있지만 주로 얼굴, 목 뒤, 겨드랑이, 허벅지, 엉덩이와 같이 털이 나고 땀을 많이 흘리거나 마찰이 발생하기 쉬운 부위에 주로 나타납니다. 종기의 징후와 증상은 다음과 같습니다: - 작은 크기로 시작하여 5cm 이상으로 커질 수 있는 통증이 있는 붉은 혹 - 혹 주변의 붉거나 자주색으로 부어오른 피부 - 며칠에 걸쳐 고름이 차면서 혹의 크기가 증가 - 노란색 또는 흰색의 끝이 생기며, 결국 터지면서 고름이 배출됨 큰 종기(카르번클) 큰 종기는 여러 개의 종기가 모여 연결된 감염 부위를 형성한 것입니다. 단일 종기와 비교했을 때, 큰 종기는 더 깊고 심각한 감염을 일으키며 흉터를 남길 가능성이 높습니다. 큰 종기를 가진 사람은 일반적으로 몸 상태가 좋지 않으며 발열과 오한을 경험할 수 있습니다."
수두,"가려움, 피부 발진, 피로, 무기력, 고열, 두통, 식욕 부진, 미열, 권태감, 몸에 붉은 반점"
알레르기,음식을 먹고 삼키는 데 어려움을 겪고 있습니다. 콧물이 나고 목이 아파요.
마비 뇌출혈,"구토, 두통, 의식 변화"
여드름,"피부 발진, 블랙헤드, 상처 형성"
알레르기,코가 막히고 답답합니다. 가끔 밤에 뻣뻣함과 가슴 통증도 있습니다. 맛이나 냄새를 전혀 느낄 수 없습니다.
황달,저는 요즘 몸이 많이 아프고 피곤합니다. 체중이 줄었고 열이 있습니다. 소변 색이 짙고 피부가 노랗게 변했습니다. 또한 복통이 있습니다.
뇌졸중,"당신이나 함께 있는 사람이 뇌졸중을 겪고 있을 가능성이 있다면, 증상이 시작된 시간을 특히 주의 깊게 확인해야 합니다. 일부 치료 옵션은 뇌졸중이 시작된 직후에 제공될 때 가장 효과적입니다. 뇌졸중의 징후와 증상은 다음과 같습니다: - 말하기와 다른 사람의 말을 이해하는 데 어려움이 있습니다. 혼란을 느끼거나, 발음이 어눌해지거나, 말을 이해하는 데 어려움을 겪을 수 있습니다. - 얼굴, 팔 또는 다리의 마비나 무감각이 발생할 수 있습니다. 얼굴, 팔 또는 다리에 갑작스러운 무감각, 약화 또는 마비가 나타날 수 있으며, 이는 종종 신체의 한쪽에만 영향을 미칩니다. 두 팔을 동시에 머리 위로 들어 올려 보세요. 한쪽 팔이 떨어지기 시작하면 뇌졸중일 수 있습니다. 또한, 웃으려고 할 때 입 한쪽이 처질 수 있습니다. - 한쪽 또는 양쪽 눈의 시력 문제. 갑자기 한쪽 또는 양쪽 눈에 시야가 흐려지거나 어두워지거나, 이중으로 보일 수 있습니다. - 두통. 갑작스럽고 심한 두통이 발생하며, 구토, 어지러움 또는 "
약물 반응,저는 피부에 발진이 생기고 가끔 피부가 벗겨집니다. 이로 인해 감염에 더 취약해집니다. 손이 떨리고 가끔씩 떨림 증상이 나타납니다.
장티푸스,며칠 동안 구토와 설사를 하고 있어서 수분을 유지하기가 힘듭니다. 또한 약한 열과 복통도 있습니다.
폐렴,"최근에 정말 기운이 없고 피곤함을 느끼고 있습니다. 기침이 계속 멈추지 않고 있으며, 기침할 때 통증이 느껴지기 시작했습니다. 가슴이 답답하고 심장이 빨리 뛰는 것 같습니다. 또한, 색깔이 이상한 가래가 나오고 있습니다."
지연 사정,"일부 남성은 사정 지연으로 인해 오르가즘과 사정을 위해 30분 이상의 성적 자극이 필요할 수 있습니다. 다른 남성들은 전혀 사정하지 못하는 경우도 있습니다(무사정). 그러나 사정 지연을 진단하는 데 특정한 시간이 정해져 있는 것은 아닙니다. 대신, 지연이 스트레스나 좌절감을 유발하거나 피로, 신체적 자극, 발기 상실, 혹은 파트너의 요청으로 인해 성적 활동을 중단해야 하는 경우 사정 지연을 겪고 있을 가능성이 높습니다. 많은 남성들이 성교나 파트너와의 다른 성적 활동 중 오르가즘에 도달하는 데 어려움을 겪을 수 있습니다. 일부 남성은 자위할 때만 사정할 수 있습니다. 사정 지연은 증상에 따라 다음과 같은 유형으로 나뉩니다: 선천적 vs. 후천적. 선천적 사정 지연은 성적 성숙 시기부터 문제가 존재하는 경우입니다. 후천적 사정 지연은 정상적인 성 기능을 한동안 유지하다가 발생하는 경우입니다. 일반적 vs. 상황적. 일반적 사정 지연은 특정 성 파트너나 특정 종류의 자극에 국한되지 않습니다. 상황적 사정 지"
알코올성 간염,"알코올성 간염의 가장 흔한 증상은 피부와 눈의 흰자위가 노랗게 변하는 황달입니다. 다른 증상으로는 식욕 부진, 메스꺼움과 구토, 복부 압통, 종종 미열을 동반한 발열, 피로와 쇠약이 있습니다. 알코올성 간염 환자에게는 영양실조가 흔히 나타납니다. 많은 양의 알코올 섭취는 식욕을 억제하며, 과음하는 사람들은 대부분의 칼로리를 알코올에서 얻습니다. 심각한 알코올성 간염과 함께 나타날 수 있는 추가적인 증상으로는 복부에 액체가 축적되는 복수, 간에서 정상적으로 분해 및 배출되는 독소가 축적되어 발생하는 혼란과 행동 변화, 신장 및 간 기능 부전이 있습니다."
월경과다,"월경과다의 징후와 증상은 다음과 같습니다: 여러 시간 동안 매 시간마다 한 개 이상의 생리대나 탐폰을 흠뻑 적실 정도로 출혈이 심한 경우, 생리량을 조절하기 위해 이중 생리 보호대를 사용해야 하는 경우, 밤에 생리대를 교체하기 위해 잠에서 깨야 하는 경우, 출혈이 일주일 이상 지속되는 경우, 500원 동전보다 큰 혈전을 배출하는 경우, 월경량이 많아 일상 활동이 제한되는 경우, 피로감, 무기력함, 숨 가쁨과 같은 빈혈 증상."
말라리아,"오한, 고열, 발한, 두통, 메스꺼움, 설사, 근육통"
폐렴,"오한, 피로, 기침, 호흡 곤란, 발한, 권태감, 가래, 흉통, 빠른 심박수, 녹슨 색 가래"
건선,"피부 발진, 관절 통증, 피부 벗겨짐, 손톱의 작은 함몰, 염증성 손톱"
메니에르병,"메니에르병의 증상은 다음과 같습니다: 1. 규칙적인 어지럼증: 갑작스럽게 시작되고 멈추는 회전감이 있습니다. 현기증은 경고 없이 시작될 수 있으며, 보통 20분에서 12시간 동안 지속되지만 24시간을 넘기지는 않습니다. 심한 현기증은 메스꺼움을 유발할 수 있습니다. 2. 청력 손실: 메니에르병에 의한 청력 손실은 특히 초기에는 나타났다 사라지기를 반복할 수 있습니다. 시간이 지나면서 청력 손실이 지속적이 되고 회복되지 않을 수 있습니다. 3. 귀 울림: 귀 울림은 이명이라고 불립니다. 이명은 귀에서 울림, 윙윙거림, 포효, 휘파람 소리 또는 쉭쉭거리는 소리가 들리는 증상입니다. 4. 귀의 충만감: 메니에르병 환자들은 종종 귀에 압박감을 느낍니다. 이를 귀 충만감이라고 합니다. 현기증 발작 후에는 증상이 호전되거나 잠시 사라질 수 있습니다. 시간이 지나면서 현기증 발작의 빈도가 줄어들 수 있습니다."
감기,며칠 동안 심한 감기에 걸렸습니다. 가래가 나오는 기침을 하고 있고 가슴이 아픕니다. 아무 냄새도 맡을 수 없고 근육도 아픕니다.
골관절염,"관절 통증, 무릎 통증, 고관절 통증, 관절 부기, 걷기 시 통증"
고혈압,집중력과 주의력이 떨어지고 어지러움을 느끼고 있습니다. 또한 두통과 가슴 통증도 있습니다.
알코올성 간염,"구토, 황달, 복통, 복부 팽만, 음주력, 체액 과다"
안구 건조증,"증상은 보통 양쪽 눈에 나타나며 다음과 같은 것들이 포함될 수 있습니다: 눈이 따끔거리거나 타는 듯한 느낌, 혹은 까끌까끌한 느낌 눈 안팎에 끈적한 점액질 빛에 대한 민감성 눈의 충혈 눈에 이물질이 들어간 듯한 느낌 콘택트렌즈 착용의 어려움 야간 운전 시 어려움 눈물이 많이 나는 현상(이는 건조한 눈으로 인한 자극에 대한 신체의 반응입니다) 시야가 흐려지거나 눈의 피로감"
폐렴,"오한, 피로, 기침, 고열, 호흡 곤란, 발한, 권태감, 흉통, 빠른 심박수, 녹슨 색 가래"
소아 고혈압,"고혈압은 보통 증상을 유발하지 않습니다. 그러나 고혈압 응급 상황(고혈압 위기)을 나타낼 수 있는 징후와 증상으로는 다음과 같은 것들이 있습니다: 두통, 발작, 구토, 가슴 통증, 빠르고 강하게 뛰거나 두근거리는 심장 박동(심계항진), 숨 가쁨. 자녀에게 이러한 징후나 증상이 나타나면 즉시 응급 의료 지원을 받으십시오."
비알레르기성 비염,"비알레르기성 비염의 증상은 종종 연중 내내 나타났다 사라지곤 합니다. 증상으로는 코막힘이나 콧물, 재채기, 목에 가래가 끼는 느낌, 기침 등이 있을 수 있습니다. 비알레르기성 비염은 일반적으로 코, 눈, 목의 가려움증을 유발하지 않으며, 이러한 증상은 보통 건초열과 같은 알레르기와 관련이 있습니다."
크루프,"크루프는 종종 일반적인 감기로 시작됩니다. 부기, 자극, 기침이 심해지면 아이에게 다음과 같은 증상이 나타날 수 있습니다: 울음과 기침으로 악화되는 큰 소리의 짖는 듯한 기침, 불안과 고통으로 인해 증상이 악화되는 악순환이 발생할 수 있습니다. 발열. 목소리가 쉼. 시끄럽거나 힘든 호흡. 크루프의 증상은 보통 밤에 더 심해지며, 대개 3일에서 5일 정도 지속됩니다."
자궁 근종,"많은 여성들이 자궁근종을 가지고 있어도 증상이 나타나지 않을 수 있습니다. 그러나 증상이 있는 경우, 이러한 증상은 근종의 위치, 크기 및 개수에 따라 달라질 수 있습니다. 증상이 있는 여성들에게서 가장 흔히 나타나는 자궁근종의 징후와 증상은 다음과 같습니다: - 월경 과다 출혈 - 일주일 이상 지속되는 월경 - 골반 압박감이나 통증 - 빈뇨 - 방광을 완전히 비우기 어려움 - 변비 - 요통 또는 다리 통증 드물게, 근종이 혈액 공급을 초과하여 자라면서 괴사하기 시작할 때 급성 통증을 유발할 수 있습니다. 근종은 일반적으로 위치에 따라 분류됩니다. 근층내 근종은 자궁 근육벽 내에서 자라며, 점막하 근종은 자궁 내강으로 돌출하고, 장막하 근종은 자궁 밖으로 돌출합니다."
당뇨병,"상처나 베인 곳이 잘 낫지 않습니다. 손에 저릿저릿한 느낌이 있고, 손과 발이 모두 저립니다. 또한 갈증이 많이 나고 항상 피곤합니다."
경추 척추증,목과 등에 많은 통증이 있습니다. 기침도 많이 하고 있고 팔과 다리에 힘이 없습니다. 또한 어지러움을 느끼고 균형을 잡는 데 어려움이 있습니다.
당뇨병성 신증,"당뇨병성 신증의 초기 단계에서는 특별한 징후나 증상이 나타나지 않을 수 있습니다. 그러나 진행된 단계에서는 다음과 같은 징후와 증상이 나타날 수 있습니다: - 혈압 조절의 악화 - 소변에서 단백질 검출 - 발, 발목, 손 또는 눈의 부종 - 소변을 자주 보고 싶은 느낌 - 인슐린이나 당뇨병 약물의 필요 감소 - 혼란이나 집중력 저하 - 숨가쁨 - 식욕 부진 - 메스꺼움 및 구토 - 지속적인 가려움 - 피로감 이러한 증상이 나타나면 의료 전문가와 상담하는 것이 중요합니다."
폐렴,숨쉬기가 힘들고 매우 불편합니다. 땀이 많이 나고 목에 점액이 가득합니다. 가슴이 아프고 심장이 빠르게 뛰고 있습니다. 짙은 색의 점액을 기침으로 뱉어내고 있습니다.
당뇨병,"체중 감소, 불안, 무기력, 불규칙한 혈당 수치, 시야 흐림 및 왜곡, 비만, 과도한 배고픔, 식욕 증가, 다뇨증"
골관절염,"목 통증, 무릎 통증, 고관절 통증, 관절 부기, 걷기 시 통증"
뎅기열,"며칠 전부터 심한 관절 통증과 두통이 있습니다. 또한, 약간의 발열과 오한도 느끼고 있습니다."
갑상선기능항진증,"기분 변화, 체중 감소, 안절부절 못함, 발한, 설사, 빠른 심박수, 과도한 식욕, 근육 약화, 과민성, 생리 불순"
뎅기열,"오한, 관절 통증, 구토, 피로, 고열, 두통, 메스꺼움, 식욕 부진, 눈 뒤의 통증, 요통, 불쾌감, 근육통, 몸에 붉은 반점"
건선,"팔과 목에 발진이 생겼고, 긁으면 피가 나고 아픕니다. 또한 손톱에 작은 함몰이 있습니다."
기관지 천식,기침이 많이 나고 숨쉬기가 힘듭니다. 또한 매우 피곤하고 지쳐 있습니다. 두꺼운 점액질의 가래가 많이 나옵니다. 열도 있습니다.
기관지 천식,"숨쉬기가 힘들고 가래가 많이 나옵니다. 또한, 매우 피곤함을 느끼고 있습니다."
정맥류,제 다리에 붉고 염증이 있는 피부가 있습니다. 부어오른 혈관도 보이는 것 같아요. 정말 걱정됩니다.
건선,"제 피부에 은빛 가루 같은 것이 생겼습니다. 특히 허리 아래쪽과 두피에 많이 나타납니다. 작은 비늘로 이루어져 있으며, 긁으면 쉽게 떨어집니다."
고혈압,"어지럽고 머리가 띵하며 균형을 잡기 어려운 증상이 있습니다. 또한, 사라지지 않는 두통이 계속되고 있습니다."
정맥류,"피로, 경련, 멍, 비만, 다리 부종, 종아리의 두드러진 정맥"
전염병,"각 감염병은 고유한 징후와 증상을 가지고 있습니다. 여러 감염병에서 공통적으로 나타날 수 있는 일반적인 징후와 증상으로는 발열, 설사, 피로, 근육통, 기침 등이 있습니다."
기관지 천식,"기침이 계속 멈추지 않고 숨쉬기 어려움이 있습니다. 몸이 매우 약하고 피곤하며 열이 많이 높습니다. 가래가 많이 나오고, 화가 나고 좌절감이 큽니다."
결핵,"오한, 구토, 피로, 체중 감소, 기침, 고열, 발한, 식욕 부진, 미열, 눈의 황달, 림프절 부종, 권태감, 가래, 흉통, 객혈"
경추 척추증,"목 통증, 어지럼증, 불안정함을 경험하고 있습니다. 또한 만성 기침과 팔다리의 힘이 약해지는 증상도 있습니다."
만성 담즙 정체증,"가려움, 피부의 황변, 메스꺼움, 식욕 부진, 복통, 눈의 황변"
요로 감염,"소변을 볼 때 타는 듯한 느낌이 있고, 아랫배가 아픕니다. 또한, 미열이 있고 몸이 약해진 느낌이 듭니다."
정맥류,"피로, 멍, 비만, 다리 부종, 혈관 부종, 종아리의 두드러진 정맥"
소화성 궤양 질환,음식을 삼키기 어려우며 목에 음식이 걸리는 느낌이 듭니다. 트림을 자주 하고 속이 더부룩합니다. 입안에 항상 안 좋은 맛이 느껴집니다.
건선,"저는 피부에 건조하고 각질이 일어나는 부위가 있으며, 이 부위는 감염되기 쉽습니다. 관절에도 심한 통증이 있습니다. 무릎과 팔꿈치의 피부가 각질이 일어나기 시작했습니다."
모호 생식기,의료진은 아기가 태어난 직후에 모호한 생식기를 가장 먼저 인식할 가능성이 높습니다. 때때로 모호한 생식기는 출생 전(산전)에 의심될 수도 있습니다. 이러한 특징은 생식기 발달 중 문제가 발생한 시기와 장애의 원인에 따라 심각도가 달라질 수 있습니다. 유전적으로 여성인 아기(두 개의 X 염색체를 가진 경우)는 다음과 같은 특징을 보일 수 있습니다: - 음경처럼 보일 수 있는 비대해진 음핵 - 닫힌 음순 또는 주름이 있어 음낭처럼 보이는 음순 - 융합된 음순에 고환처럼 느껴지는 덩어리 유전적으로 남성인 아기(하나의 X 염색체와 하나의 Y 염색체를 가진 경우)는 다음과 같은 특징을 보일 수 있습니다: - 소변과 정액을 운반하는 좁은 관(요도)이 음경 끝까지 완전히 연장되지 않은 상태(요도하열) - 요도 구멍이 음낭에 더 가까운 비정상적으로 작은 음경 - 음낭으로 보이는 부분에 하나 또는 두 개의 고환이 없는 경우 - 미세 음경이 있거나 없는 상태에서 음순처럼 보이는 빈 음낭과 미하강 고환
경추 척추증,"사지의 무력감, 목 통증, 어지러움, 균형 감각 상실"
위장염,"눈이 움푹 들어감, 탈수, 설사"
비강 폴립,"비강 폴립은 비강과 부비동의 내벽이 자극을 받아 부어오르는 염증 상태와 관련이 있으며, 이는 12주 이상 지속되는 만성 부비동염과 연관이 있습니다. 그러나 만성 부비동염이 비강 폴립 없이도 발생할 수 있습니다. 비강 폴립 자체는 부드럽고 감각이 없기 때문에 크기가 작을 경우 존재를 인식하지 못할 수도 있습니다. 그러나 여러 개의 폴립이 생기거나 큰 폴립이 있을 경우 비강과 부비동을 막을 수 있습니다. 비강 폴립이 있는 만성 부비동염의 일반적인 징후와 증상으로는 다음과 같은 것들이 있습니다: 콧물, 지속적인 코막힘, 후비루, 후각 감소 또는 상실, 미각 상실, 얼굴 통증 또는 두통, 윗니의 통증, 이마와 얼굴에 압박감, 코골이, 잦은 코피 등이 있습니다."
당뇨병,"피로, 안절부절 못함, 무기력, 불규칙한 혈당 수치, 흐릿하고 왜곡된 시야, 비만, 과도한 허기, 식욕 증가, 다뇨"
폐렴,몸이 매우 뜨겁고 숨을 잘 쉴 수 없습니다. 땀이 많이 나고 몸이 떨립니다. 매우 피곤하며 심장이 빠르게 뛰고 있습니다. 기침을 할 때 갈색 가래가 나옵니다.
수두증,수두증의 징후와 증상은 발병 연령에 따라 다소 다르게 나타납니다. **영아** 영아에서 흔히 나타나는 수두증의 징후와 증상은 다음과 같습니다: - **머리의 변화** - 비정상적으로 큰 머리 - 머리 크기의 급격한 증가 - 머리 위쪽의 부풀거나 팽팽한 천문(숫구멍) - **신체적 징후와 증상** - 메스꺼움과 구토 - 졸음 또는 무기력 - 과민 반응 - 식욕 부진 - 발작 - 아래쪽으로 고정된 눈동자(해 지는 눈 현상) - 근육 긴장도와 힘의 문제 **유아 및 어린이** 유아 및 어린이에서 나타날 수 있는 징후와 증상은 다음과 같습니다: - **신체적 징후와 증상** - 두통 - 흐릿하거나 이중으로 보이는 시야 - 비정상적인 안구 운동 - 유아의 머리 비정상적 확대 - 졸음 또는 무기력 - 메스꺼움 또는 구토 - 불안정한 균형 - 조정 능력 저하 - 식욕 부진 - 방광 조절 상실 또는 잦은 배뇨 - **행동 및 인지 변화** - 과민 반응 - 성격 변화 - 학업 성적 저하 - 걷기나 말하기와 같은 이전에
황달,"구토, 피로, 체중 감소, 고열, 황달, 짙은 색 소변, 복통"
편두통,"목이 뻣뻣하고 눈에 문제가 있으며, 항상 배가 고픕니다."
심근 허혈,"일부 사람들은 심근 허혈이 있어도 아무런 징후나 증상이 나타나지 않을 수 있습니다(무증상 허혈). 증상이 나타날 경우 가장 흔한 증상은 가슴의 압박감이나 통증으로, 주로 몸의 왼쪽에서 발생합니다(협심증). 여성, 노인, 당뇨병 환자에게 더 흔히 나타날 수 있는 다른 징후와 증상으로는 다음과 같은 것들이 있습니다: 목이나 턱의 통증, 어깨나 팔의 통증, 빠른 심장 박동, 신체 활동 시 숨 가쁨, 메스꺼움과 구토, 발한, 피로감."
경추 척추증,목에 통증이 있고 어지러움과 함께 걸을 때 불안정한 느낌이 듭니다.
당뇨병,"피로, 체중 감소, 안절부절 못함, 무기력, 시야 흐림 및 왜곡, 비만, 과도한 배고픔, 식욕 증가, 다뇨증"
담관암,"담관암의 징후와 증상은 다음과 같습니다: 피부와 눈의 흰자위가 노랗게 변함(황달), 심한 피부 가려움증, 흰색 변, 피로, 오른쪽 갈비뼈 아래 복통, 의도하지 않은 체중 감소, 발열, 야간 발한, 짙은 색 소변."
다운 증후군,"다운 증후군을 가진 각 개인은 독특하며, 지적 및 발달 문제는 경증, 중등도 또는 중증으로 나타날 수 있습니다. 어떤 사람들은 건강한 반면, 다른 사람들은 심각한 심장 결함과 같은 중대한 건강 문제를 가지고 있을 수 있습니다. 다운 증후군을 가진 어린이와 성인은 독특한 얼굴 특징을 가지고 있습니다. 모든 다운 증후군 환자가 동일한 특징을 갖고 있는 것은 아니지만, 일반적으로 나타나는 특징으로는 다음과 같은 것들이 있습니다: - 납작한 얼굴 - 작은 머리 - 짧은 목 - 튀어나온 혀 - 위로 치켜 올라간 눈꺼풀(안검열) - 비정상적으로 작거나 특이한 모양의 귀 - 근육 긴장도 저하 - 손바닥에 단일 주름이 있는 넓고 짧은 손 - 상대적으로 짧은 손가락과 작은 손과 발 - 과도한 유연성 - 눈의 색깔 있는 부분(홍채)에 나타나는 작은 흰색 반점(Brushfield's spots) - 작은 키 다운 증후군을 가진 유아는 평균적인 크기로 태어날 수 있지만, 일반적으로 성장 속도가 느리고 같은 나이의 다른 아이들"
정맥류,"제 다리에 멍이 들었고, 정맥 주변의 피부가 건조하고 벗겨집니다. 다리가 부어오르기 시작했습니다."
황달,체중이 줄고 속이 메스꺼운 느낌이 듭니다. 피부가 노랗게 변했고 열이 있습니다. 소변 색이 짙고 복통이 있습니다.
경추 척추증,"허리 통증, 팔다리의 힘 빠짐, 어지러움, 균형 감각 상실"
요로 감염,"화장실에 자주 가야 하는데, 나오는 양은 적습니다. 배가 아프고, 소변을 참기가 어렵습니다."
