label,text
농가진,"1. 접촉전염 농가진 접촉전염 농가진은 전체 농가진 환자의 대다수(70%)를 차지하는 형태로 2~4 mm의 붉은 반점으로 시작하여 빠르게 물집이나 고름집으로 변합니다. 이런 물집이나 고름집이 짓무르게 되면, 짓무른 부위에 벌꿀이 말라붙은 것 같은 노란색의 딱지가 형성됩니다. 그 후 병변은 점차 바깥쪽으로 번져나가지만 중심부는 점점 회복되는 양상을 보입니다. 딱지는 쉽게 떨어지지만 바닥에서 진물이 계속 나게 되는데 이 진물을 손으로 만지거나 수건으로 닦아내는 경우 다른 부위로 옮겨질 수 있으므로 주의해야 합니다. 접촉전염 농가진이 잘 생기는 부위로는 팔, 다리, 그리고 얼굴, 특히 코와 입 주위이지만 심한 경우 병소 부근의 림프선이 커지거나 열이 나기도 합니다. 기존 피부병 때문에 자주 긁는 곳이나 벌레 물린 곳, 다쳐서 상처가 생긴 곳에 잘 생기고 잘 씻지 못하는 경우 생길 가능성이 커집니다. 환부는 대부분 2주 이내에 자연 치유됩니다. 화농성 사슬알균에 의한 접촉전염 농가진 환자의 약 5%정도에서는 급성 사구체신염이 발생하기도 하는데, 피부에 병변이 생기고 2~3주 후 합병증으로 나타나게 됩니다. 이러한 신장염이 생기면 눈 주위나 하지에 부종이 생길 수 있지만 소아환자들은 대부분 후유증 없이 회복됩니다. 그 밖의 합병증으로 성홍열, 두드러기, 다형 홍반  등이 생길 수 있습니다.     2. 물집 농가진 물집 농가진은 여름철에 주로 소아나 신생아에게 발생합니다. 특히 신생아의 경우 병변이 전신으로 퍼지는 등 전염성이 강해 신생아실에서 돌림병이 될 수도 있습니다. 발병 초기 물집은 겉보기에 정상적인 얼굴, 몸통, 샅, 손발 등의 피부에 한두 개의 자잘한 물집으로 시작되어 곧 크고 흐물흐물한 물집으로 변해갑니다. 이런 물집은 쉽게 터지지만 두꺼운 딱지를 만들지는 않습니다. 물집의 경계는 명확하며 병변 주변에 홍반은 거의 없거나 있어도 경미합니다. 처음에는 전신증상이 없지만 나중에 설사를 하며 무기력해지고 고열이 나거나 오히려 체온이 떨어지기도 합니다. 또한 패혈증 이나 폐렴, 뇌수막염  등이 동반되면 치명적인 결과가 초래될 수 있습니다. 드물지만 어른에게도 겨드랑이 음부, 손 등에 생길 수 있는데 두피에는 발생하지 않으며 예후는 좋습니다. "
뇌성마비,"뇌성마비에서 동반되는 장애들 뇌성마비는 운동기능 장애에 초점을 맞추어 정의하지만, 미성숙한 뇌에 생긴 병변이 운동영역에만 국한되는 것은 아니므로 다양한 장애가 동시에 나타날 수 있습니다. 각각의 동반장애는 그 자체만으로도 아동의 발달장애를 초래할 수 있으며, 뇌성마비에 의한 운동기능에도 나쁜 영향을 미칩니다. 따라서 뇌성마비 아동의 재활치료에 있어 동반장애의 조기 발견과 치료는 매우 중요합니다. 동반장애를 치료하면 운동기능이 향상되기도 합니다. 1) 지적장애  지능이란 개념을 형성하고, 문제를 해결하며, 생각하는 능력으로 적절한 자기 관리를 통해 사회에서 살아갈 수 있는 능력을 반영합니다. 아동의 지능은 지능지수(IQ)로 측정하며, 70 미만이면 정신지연으로 분류합니다. 정신지연은 다시 경증(IQ 55-69), 중등도 (IQ 40-54), 중증(IQ 25-39), 그리고 최중증(IQ 25 미만)으로 세분합니다. 뇌성마비 어린이 중 약 절반에서 지적장애가 동반되며, 학습장애 등을 포함하면 약 75%에 이르므로 매우 흔한 동반장애입니다. 지적장애의 정도는 종종 운동장애의 정도와 비례하지만 반드시 그런 것은 아니며, 특히 심한 불수의운동형 아동이 상당히 높은 인지 기능을 지닌 경우도 많습니다. 한편, 머리 크기가 작은 소두증과 경련이 있다면 지적장애의 동반 가능성이 높습니다. 2) 경련  뇌성마비 아동 4명 중 1명에서 경련이 동반되며, 사지마비형과 편마비형에서 흔합니다. 뇌 손상 부위는 비정상적인 전기적 흥분의 진원이 될 수 있으며, 뇌 손상 부위에 따라 나타나는 경련의 양상이 다를 수 있습니다. 대발작은 의식소실과 함께 팔다리의 교대 경련, 요실금 등이 나타납니다. 단순 소발작은 음식을 씹는 것과 유사한 동작이 일시적으로 나타나고 저림감이 동반되기도 하며, 복잡 소발작의 경우 환상, 더듬거림, 불수의적 운동, 의식장애가 동반됩니다. 영유아에서 조절되지 않는 경련은 발달지연의 원인이 되며, 특히 인지기능 발달에 심각한 영향을 미치므로 뇌성마비 아동에서 경련 치료는 매우 중요합니다. 항경련제는 한 가지 약물을 최소 용량으로 사용하는 것이 바람직하지만, 잘 조절되지 않을 경우 여러 약물을 병용 투여합니다. 약물치료로 잘 조절이 되지 않으면 수술 요법과 케톤식이 등을 고려할 수 있습니다. 3) 시각장애 뇌성마비 아동의 약 50%에서 사시가 있으며, 약 15%에서 심한 시력저하가 나타납니다. 편마비형 환자에서는 시야의 한쪽이 잘 보이지 않는 동측 반맹이 나타날 수 있습니다. 사시가 있는 아동에서 치료가 지연될 경우, 한쪽 눈의 시각이 무시되어 심한 시력저하가 발생할 수 있습니다. 시각장애는 학습장애나 발달과도 연관되므로 조기진단과 적절한 치료가 반드시 필요합니다. 4) 청각장애 약 5~15%의 뇌성마비 아동에서 감각신경성 난청이 동반됩니다. 특히 청각장애의 가족력이 있거나, 태내 감염, 두개 및 경부의 선천성 기형, 출생 당시 체중이 1,500g 미만인 경우, 세균성 뇌막염 및 핵황달과 같은 기왕력이 있는 경우에 발생 가능성이 높습니다. 5) 구강운동 및 삼킴장애 구강운동 장애는 거짓연수마비의 증상으로 중증 경직형 사지마비와 불수의운동형 뇌성마비에서 흔합니다. 아이는 빨기, 씹기, 삼키기에 어려움을 보이고, 침 흘림, 구음장애 등을 보입니다. 삼킴장애가 있으면 영양부족과 신체 성장 지연이 초래되므로, 코위영양관이나 위장관 튜브를 통해 음식물을 공급하는 경우도 있습니다. 영양실조가 있거나 잦은 폐렴을 동반하는 경우 비디오투시 삼킴검사 등을 통하여 음식물의 기도 흡인 여부를 반드시 확인해야 합니다. 6) 위장관 장애 뇌성마비 아동의 위장관 장애로는 잦은 오심과 구토를 유발하는 위식도역류와 변비가 흔합니다. 위식도역류가 약물치료에 반응하지 않고 영양부족을 초래할 정도로 심하면 수술 치료를 고려할 수 있습니다. 변비는 마비로 인한 장운동 기능저하와 활동 부족 때문에 생기는 경우가 많지만, 부적절한 식이나 수분 섭취 부족, 항문 주변 근육의 과긴장 등이 원인이 되기도 합니다. 7) 기타 동반 장애 뇌성마비 아동에서는 치아의 사기질 이형성, 충치, 잇몸질환이 많습니다. 기관지-폐이형성증이나 흡인성 폐렴과 같은 폐질환과 성장부전, 학습장애, 그리고 주의력결핍과잉행동증후군이 동반될 수 있습니다. "
뇌수막염,"1. 뇌막자극증상 뇌막자극증상: 경부 강직, 눈부심과 두통 등 세 가지 증상이 있고, 임상적 징후로는 경부 강직, 커니그 징후, 부르진스키 징후가 있습니다. 뇌수막염을 앓는 성인 중 경부 강직은 30%에서, 커니그와 부르진스키 징후는 5%에서 나타납니다. (1) 경부강직: 목 근육의 강직 때문에 머리를 앞으로 구부릴 수 없는 것을 말합니다. 목을 굽혔을 때 통증은 있지만 운동 범위에 제한이 없다면 경부강직은 없는 것입니다.  (2) 커니그 징후: 러시아의 신경학자인 커니그가 개발한 진찰법으로 고관절(엉덩이관절)과 슬관절(무릎관절)을 구부린 자세에서, 무릎을 펼 경우 통증이 유발되는 것을 말합니다.  (3) 브루진스키 징후: 폴란드 소아과 의사인 브루진스키가 개발한 진찰법으로 누워 있는 환자의 머리를 들었을 때 뇌막의 자극으로 인하여 무릎이 굽혀지는 현상입니다.  2. 점출혈 발진  수막알균에 의한 뇌수막염일 경우 전형적으로 빠르게 퍼지는 점출혈 발진이 나타납니다. 여러 개의 작고 불규칙적인 붉은색 혹은 보라색 발진이 몸통, 하지, 결막, 때로는 손바닥과 발바닥에 퍼지는 양상을 보입니다. "
뇌졸중,"뇌는 온몸에서 받아들인 자극을 인식, 해석하고, 이에 대해 적절히 반응하도록 각 장기에 명령을 보냅니다. 또한 고도의 정신 작용, 감정, 언어 기능도 담당합니다. 뇌혈관의 장애로 뇌세포가 손상되면 병변 부위에 따라 다양한 신경학적인 증상이 나타나게 됩니다. 뇌졸중 발생 시 증상이 다양하게 나타나기 때문에, 실제 뇌졸중 증상이 발생했을 때, 환자가 초기에 뇌졸중을 의심하기 어려울 수 있습니다. 이는 환자의 응급실 방문을 늦춰서 적절한 응급 치료를 받지 못하게 하는 원인이 됩니다. 따라서 평상시 뇌졸중에 의해 나타날 수 있는 증상을 잘 알고있는 것이 중요합니다.  뇌졸중 발생 시 나타날 수 있는 주요 증상은 다음과 같습니다.  1) 편측 마비: 얼굴과 팔다리, 특히 몸의 한쪽 부분이 무감각해지거나 힘이 없어짐. 2) 언어 장애: 상대방의 말을 이해하기 어렵거나 말이 잘 나오지 않음.  3) 시각 장애: 한쪽 또는 양쪽 눈이 잘 보이지 않음.  4) 어지럼증: 팔다리 움직임의 조절이 어렵거나 어지럽고 균형을 잃게 됨 5) 심한 두통: 원인을 알 수 없는 극심한 두통  위 증상 중 하나라도 갑자기 나타났다면 빨리 119에 전화하여 응급실로 가야 합니다.      중증 뇌졸중의 경우 주변에 있는 다른 사람의 도움을 통해서만 치료 시간 내에 적절한 병원에 방문할 수 있어서, 요즘은 환자 본인뿐 아니라 주변인을 대상으로 하는 캠페인을 벌이고 있습니다. "
뇌하수체기능저하증(소아),"■ 부족한 호르몬에 따라 증상이 생깁니다.  ■ 성장장애, 발달장애, 저혈당, 황달, 왜소음경 , 잠복고환이 있을 수 있습니다.  ① 성장호르몬 결핍증 소아의 뇌하수체기능저하증 중에는 성장호르몬 결핍증의 빈도가 가장 높습니다. 선천성 뇌하수체기능저하증이라도 출생 시 키와 체중은 거의 정상이며, 돌 전후부터 성장지연이 나타납니다. 성장호르몬 결핍증이 있으면 키는 작으나 피하지방은 많은 경향이 있습니다. 3세 이후, 사춘기 전의 어린이가 키가 작으면서 1년에 4 cm가 자라지 않으면 성장호르몬 결핍증을 생각해볼 수 있습니다. 성인에서도 심한 성장호르몬 결핍증이 있으면 근력 약화, 체지방 증가, 골다공증 등이 쉽게 생길 수 있습니다. ② 갑상샘자극호르몬 결핍증 갑상샘호르몬 부족에 의해 피로감, 부종, 체중 증가, 건조한 피부, 변비가 생길 수 있습니다.  어린이에서는 성장장애가 생길 수 있습니다. ③ 부신겉질자극호르몬 결핍증 평소에는 약간의 피로감만 있거나 뚜렷한 증상이 없는 경우가 많습니다. 고열이 나거나, 다치거나, 수술을 받는 등 신체적 스트레스 상황에서 심한 피로감, 구역, 구토, 복통이 생기고 저혈당, 전해질 불균형, 저혈압으로 쇼크가 발생하여 위험한 상황이 생길 수 있습니다. ④ 성선자극호르몬 결핍증 소아청소년기에 이차성징이 완전히 나타나지 않습니다. 성인에서는 여성호르몬 부족 및 난소기능의 저하로 월경불순이나 무월경이 생기고 임신이 되지 않습니다. 남성호르몬 부족에 의한 증상으로 발기부전, 체모의 감소, 성격 변화 등이 생길 수 있습니다. ⑤ 항이뇨호르몬 결핍증 정상적으로는 물을 먹지 않으면 소변이 농축되어 몸의 수분을 유지합니다. 하지만 항이뇨호르몬이 부족하면 체내 수분이 부족해도 묽은 소변이 계속 나옵니다. 갈증이 생겨 물을 많이 마시고, 탈수가 진행되면 전해질 불균형이 생길 수 있습니다. 항이뇨호르몬 결핍증을 중추성 요붕증이라고도 부릅니다. ⑥ 유즙분비호르몬 결핍증 여성에서 수유장애가 생깁니다. "
눈꺼풀속말림과 겉말림,"눈꺼풀속말림이 발생하면, 눈꺼풀과 속눈썹의 자극이 계속되어 이로 인해 결막충혈이 생기고 눈물이 고이거나 흐르며 눈곱이 자주 낍니다. 눈을 자주 만지거나 비비게 되면 눈꺼풀 주변의 피부가 짓무르기도 합니다. 눈꺼풀겉말림 환자들은 보통 자극감, 결막충혈, 혹은 눈물흘림 증상을 호소합니다. 눈물흘림증상은 눈물점(눈물이 내려가는 입구)이 눈 바깥쪽으로 뒤집어져 눈물층에 닿지 못하고 눈을 완전히 감지 못하게 되어 눈물을 코로 내려 보내는 펌프기능이 약해지면서 생기며, 노인 환자보다 젊은 환자가 불편을 더 호소할 수 있습니다. 또한 눈이 완전히 감기지 않으므로 눈의 자극감을 호소하고 결막충혈이 생기며 눈곱이 자주 끼게 됩니다. 눈꺼풀속말림에서는 안쪽으로 말려들어간 눈꺼풀 피부나 속눈썹이 안구표면을 자극하고, 눈꺼풀겉말림에서는 눈이 완전히 감기지 않아 안구표면이 노출되면서 안구표면에 상처가 생기는데, 심한 경우 각막에 궤양이 발생할 수도 있습니다. 장기간 상처가 생기고 치유되는 과정이 반복되면서 각막이 서서히 혼탁해 질 수 있고, 특히 궤양이 생겼던 경우 치유 과정에서 새로운 혈관이 자라나며 각막이 혼탁해지기도 합니다. 각막혼탁이 중심부를 침범하는 경우 영구적으로 시력이 떨어질 수 있습니다. "
늘어지는 영아증후군,"근긴장도가 저하된 영아에서는 다양한 증상이 나타날 수 있습니다. 출생 후 울음소리가 작거나 젖을 빠는 힘이 약해 수유 진행이 어려움을 겪는 경우가 있습니다. 근긴장도의 저하로 인해 중력에 대한 근육의 저항도도 떨어져서 누워있을 때 특징적인 '개구리 다리자세'를 취하게 됩니다. 이러한 자세는 근긴장도의 저하로 관절 부위가 과신전되면서 발생하게 됩니다. 아이를 수평으로 들었을 때 팔다리와 고개를 늘어뜨리는 모양이나 당김 반응에서 고개를 뒤로 늘어뜨리는 모양도 근긴장 저하로 인해 나타나는 소견입니다. 근긴장도가 저하된 영아는 운동발달 지표도 지연이 되는 경우가 흔한데, 초기 운동발달 지표인 목 가누기 및 뒤집기 등이 지연되는 것을 종종 관찰할 수 있습니다. "
다래끼와 콩다래끼,"바깥다래끼는 눈꺼풀 표면에 가까이 위치합니다. 초기에는 약간 빨갛게 붓고 가려운데, 곧 심하게 부어오르며 통증이 생깁니다. 며칠이 지나면 단단해지고 통증이 감소하며 농양(고름집)이 생기면서 결국은 피부로 배출됩니다. 그러나 경우에 따라서는 인접한 속눈썹뿌리로 감염이 확대되어 다발성으로 발생할 수도 있고, 자주 재발하기도 합니다. 속다래끼는 바깥다래끼보다 눈꺼풀 깊숙이 위치하고 눈꺼풀판결막에 노란 농양점이 관찰되는 것으로 구별할 수 있습니다. 콩다래끼는 일반적으로 통증이 없이 눈꺼풀부종이 몇 주에서 몇 달 동안 지속됩니다. 다래끼의 크기가 클 경우 시력에도 영향을 줄 수 있습니다. 콩다래끼의 특징은 눈꺼풀테피부 아래에 팥알 크기의 단단한 결절이 만져지고, 피부가 붉게 변하거나 통증 같은 염증 증상이 보이지 않는 것입니다. 그러나 콩다래끼 병변에 상처가 나거나 세균감염이 되면 속다래끼와 비슷한 모습을 보일 수도 있습니다. "
다운증후군,"다운 증후군의 증상은 매우 다양하고 사람마다 각기 다르며, 가벼운 건강 문제부터 심한 합병증까지 나타날 수 있습니다. 다운 증후군을 가진 아이들은 특징적인 얼굴 모습과 신체 구조를 가지고 있으며, 여러 의학적인 문제와 인지 장애를 동반합니다. 그러나 모두가 이런 특징적인 양상을 다 보이는 것은 아니고, 신체적인 장애 정도와 학습 능력이 서로 연관되어 있는 것도 아닙니다. 다운 증후군 중에서도 모자이크성 다운 증후군은 전체적으로 증상이 경미할 수 있습니다.​1-3 1. 신체의 외형적 특징 납작한 얼굴과 낮은 콧등, 눈구석 주름, 좁고 비스듬히 끝이 올라가는 눈꺼풀 틈새, 짧고 폭이 넓은 머리 형태, 짧은 목과 목 뒤 덧살, 작은 귀, 입 밖으로 돌출되는 경향이 있는 혀, 작은 손과 발, 단일 손바닥 주름, 5번째 손가락옆굽음증, 전반적인 저긴장증을 보입니다.      2. 심혈관계 전 환자의 약 50%에서 선천성 심장 기형(방실 중격 결손, 심실 중격 결손, 심방 중격 결손 등)이 동반되며 생명을 위협할 수 있습니다. 3. 호흡기계 T 림프구의 기능 이상으로 인한 감염, 특히 호흡기계 감염이 빈번합니다. 위 식도 역류, 원발성 폐고혈압, 폐쇄 수면 무호흡과 같은 호흡기계의 해부학적 이상들이 잘 생기며, 이는 감염을 일으키는 원인이 되기도 합니다. 4. 소화기계 약 2~3%에서는 십이지장의 선천적 폐쇄가 동반되며, 식도, 소장, 대장, 항문직장의 폐쇄 및 협착과 같은 위장관계 기형과 위 식도 역류 등의 기능적 문제가 있을 수 있습니다. 5. 혈액 및 조혈기관 백혈병의 발병률이 높아, 급성 림프모구성 백혈병이 정상인에 비해 15배, 급성 골수성 백혈병의 발생은 정상인에 비해 12배가 높으며, 신생아기가 지나서 발생하는 백혈병은 주로 급성 림프모구성 백혈병이 많습니다. 또 신생아에서는 일과성 골수 증식증이 흔히 동반되어 선천 백혈병과 감별이 어려울 때도 있으나, 일과성 골수 증식증은 대개 예후가 양호하며 생후 4개월까지는 특별한 치료 없이 저절로 좋아지게 됩니다.  6. 귀 선천성 및 후천성 청력 손실이 모두 발생 가능합니다. 소아기에는 잦은 중이염으로 인한 전도성 난청이 흔하며, 성인기에는 신경성 난청의 발생이 점차 증가합니다. 7. 눈 사시, 근시, 약시, 눈떨림, 백내장, 원추 각막, 눈물샘 기능 장애에 의한 결막염 등 안과 문제가 자주 동반됩니다. 8. 내분비계 성장 장애가 동반되어 소아 및 성인 시기에 저신장을 보이며, 비만, 선천성 및 후천성 갑상선 기능 저하증, 다양한 자가 면역 내분비 질환(1형 당뇨병, 일차성 부신 기능 저하증 등)이 잘 생기는 경향이 있습니다. 9. 근골격계 인대의 이완, 관절의 과운동성, 저긴장증과 연관되어 후천성 고관절 탈구와 무릎뼈-넙다리뼈 관절의 불안정성이 생길 수 있습니다. 1~2%의 다운 증후군 환자에서 경추(목뼈) 1번과 2번 사이의 불안정성을 보이는데, 불안정성 진행하게 되면 척수를 누르게 되며 이로 인한 목 통증, 팔다리의 위약감, 경직, 보행 장애, 반사의 항진 등의 증상 및 징후를 보일 수 있습니다. 따라서 이러한 증상을 보이는 경우 경추 영상 촬영이 필요합니다. 10. 신경계 전반적 발달 및 인지 장애가 동반되어 보통 2~4세경에 걷기 시작하고 언어 사용은 4~6세경에 시작되나, 조기 재활 치료를 통해서 향상될 수 있고 나중에는 어느 정도 독립적인 생활이 가능해질 수 있습니다. 다수의 환자들은 경도~중등도 정도의 인지 장애를 동반하며, 시각적 학습 능력은 좋으나, 표현 언어, 언어 및 일화의 기억력은 약합니다. 그러나, 환자들 사이에서도 지능 지수, 언어, 집중, 기억 및 기능적 능력에 있어 광범위한 차이를 나타내게 됩니다. 환자의 8% 정도에서 경련성 질환이 동반되며, 주로 발생하는 연령은 3세 이전 혹은 30세 이후입니다. 성인기에 알츠하이머병의 이환율이 높으며 일반인에 비하여 높으며 40대에도 발병할 수 있으므로 30대부터는 인지 및 적응 능력에 대한 정기적인 평가가 권고됩니다. 11. 정신 건강 우울증 및 불안 장애를 포함한 행동 및 정신 건강 관련 질환의 유병률이 일반 인구에 비해 높습니다. 약 10~15%에서 자폐 혹은 자폐 범주성 장애, 약 6%에서 주의력 결핍 및 과잉 행동 장애를 동반합니다. 청소년과 젊은 성인의 일부에서 급격한 정신적 퇴행을 보이기도 하는데, 이에 대한 원인은 잘 알려져 있지 않으나 감정적 스트레스에 노출된 이후 종종 발생할 수 있다고 보고된 바 있습니다. 12. 피부 피부 건조증, 아토피 피부염, 손발바닥 각피증, 입술염, 백반증, 원형 탈모증이 생길 수 있습니다. "
다제내성균감염증,"1. 메티실린 내성 황색포도알균(MRSA) 감염증  피부 및 연조직 감염, 골관절염, 균혈증, 폐렴, 식중독 등 감염 부위나 경로에 따라 다양한 감염증을 유발합니다. 사람의 피부나 구강인후 점막의 상재균인 황색포도알균 중 메티실린이라는 강력한 항생제에 내성을 나타내는 메티실린 내성 황색포도알균에 감염되면서 화농성 염증, 식중독, 패혈증 등 다양한 감염증으로 나타납니다. 메티실린 내성 황색포도알균 감염증은 대개 사람 간 접촉을 통해 전파되며, 특히 병원 내 신생아실, 중환자실, 수술실 등에서 문제가 됩니다.  2. 반코마이신 내성 장알균(VRE) 감염증  장알균은 위장관과 비뇨생식계에 상재합니다. 정상인에서는 쉽게 감염을 일으키지 않지만, 노인, 면역저하자, 만성 기저질환자 또는 병원에 입원 중인 환자에서 요로감염, 창상감염, 균혈증 등 각종 기회감염증을 유발합니다. 3. 반코마이신 내성 황색포도알균(VRSA) 감염증  황색포도알균 중 반코마이신에 대한 항생제 감수성이 중등도 또는 내성을 보이는 반코마이신 중등도 내성 황색포도알균(VISA) 또는 반코마이신 내성 황색포도알균(VRSA) 감염증 환자 및 병원체 보유자와 직간접 접촉, 오염된 의료기구, 환경 등을 통해 전파됩니다. 당뇨병 및 신장병 등 기저질환자, 이전에 메티실린 내성 황색포도알균에 감염된 환자, 침습적 기구를 사용한 자, 최근 반코마이신 등의 항생제를 투여받은 환자가 감염 위험이 높습니다. 균혈증, 피부 및 연조직 감염, 수술 부위 감염 등 다양한 감염증을 유발합니다.  4. 카바페넴 내성 장내세균속균종(CRE) 감염증  환자에서는 요로감염, 위장관염, 폐렴 및 패혈증 등 다양한 감염증을 유발하며, 단순 보균자에서는 감염 소견 없이 장내세균이 카바페넴계 항생제에 대한 내성을 보이기도 합니다. 고령, 인공호흡장치, 중심정맥관 등을 가지고 있거나 외과적 상처가 있는 중환자는 감염 위험이 높습니다. 카바페넴 계열 항생제에 내성을 나타내는 경우, 다양한 계열의 항생제에도 내성이 있는 경우가 많아 치료가 어렵습니다.  5. 다제내성 녹농균(MRPA) 감염증  요로감염과 인공호흡기 관련 폐렴 등 주요 의료관련 감염의 원인균으로 피부감염, 욕창, 폐렴, 균혈증, 패혈증, 수막염 등 다양한 감염증을 유발합니다.  6. 다제내성 아시네토박터 바우마니균(MRAB) 감염증   건강인은 감염 위험이 매우 적으나 면역저하자, 만성폐질환자, 당뇨 환자는 감염에 취약합니다. 입원 환자, 특히 인공호흡기구 사용 환자, 장기간 입원 환자는 감염 위험성이 높습니다. 감염부위에 따라 폐렴, 혈류감염, 창상감염 등 다양한 감염증을 유발하는데, 폐렴의 전형적인 증상은 발열, 오한, 기침입니다. "
다태임신,"다태 임신 산모에서 임신 중 변화는 단태 임신과 유사합니다. 하지만 몸무게가 증가하는 정도가 단태 임신에 비해 다소 높은 경향이 있습니다. 단태 임신의 경우 평균 몸무게의 증가는 약 11 kg인데 쌍태 임신의 경우 약 14.5 kg이고, 단태 임신은 임신 중반기에 몸무게가 최대로 증가하는 데 반해 쌍태 임신은 임신 말기에 더 많이 늘어날 수 있습니다.  또한 임신 중 혈색소 수치는 다태 임신이 단태 임신에 비해 다소 낮은 경향을 보이는데, 산모의 철분 저장량이나 빈혈약 복용 여부에 따라 차이가 납니다. 정상적으로 산모는 임신 후기에 혈액량이 전체적으로 증가하는데, 쌍태 임신에서는 단태 임신에 비해 혈장의 증가량은 큰 반면, 상대적으로 적혈구의 증가는 부족하여 혈색소 농도가 감소하고 빈혈이 잘 발생합니다. "
담석증,"담석증의 증상은 증상이 전혀 없는 것에서부터 복통, 황달, 발열까지 다양합니다. 그중 가장 흔한 증상은 복통입니다. 담석이 담낭관을 따라 움직이면서 담낭관 폐쇄를 일으킴에 따라 담낭 내부의 압력이 높아지면 복통(담성산통) 등의 증상이 발생 합니다. 담성산통은 갑작스럽게 발생하는 것이 특징이며, 특히 기름기 많은 식사 후에 나타나는 경향이 있고 밤 동안에도 발생합니다. 전형적인 담성산통은 다음과 같은 증상을 유발할 수 있습니다. • 5시간 이상 지속되는 통증 • 오심과 구토 • 열 또는 미열 또는 오한 • 피부나 눈의 흰자위가 노랗게 보일 때(황달이 있을 때) • 진흙 같은 회색의 대변 위와 같은 증상이 하나라도 있다면 의사에게 진료를 받아야 합니다.  많은 사람들은 담석을 가지고 있지만 증상이 없는 경우가 있는데, 이런 담석들을 무증상 담석이라 부릅니다. 이런 담석들은 담낭, 간 또는 췌장의 기능을 방해하지 않고 치료도 필요하지 않습니다. 무증상 담석의 경우 대다수는 평생 별 이상 증상 없이 살아갈 수 있습니다. "
당뇨망막병증,"초기 당뇨망막병증은 대부분 증상이 없습니다. 따라서 주관적 증상만으로 당뇨망막병증의 동반 여부를 알 수 없으며, 시력은 당뇨망막병증의 정도를 파악하는 지표로 삼을 수 없습니다. 혈관투과성의 증가로 황반부 망막이 붓는 당뇨황반부종이 생기면 심각한 시력저하를 야기할 수 있습니다. 상당히 진행된 당뇨망막병증에서도 황반부에 장애가 없다면 좋은 시력을 유지할 수 있으나, 경도의 당뇨망막병증에서도 황반부종이 생기면 시력이 저하될 수 있습니다.  당뇨망막병증이 진행하여 신생혈관이 생기면 유리체출혈이나 견인망막박리 등이 발생하여 비문증, 광시증(시야에 빛이 번개와 같이 번쩍거리는 현상)이 나타날 수 있고, 심각한 시력저하가 발생하는 경우도 있습니다. 신생혈관녹내장(심한 당뇨망막병증에서 망막과 유리체 뿐만 아니라 안구의 앞쪽에도 신생혈관이 자라서 안구 내 물의 순환을 방해하는 경우)이 동반된 경우 안압상승으로 인한 안구통증, 두통, 구역 등이 발생할 수도 있습니다. "
