label,text
로하드 증후군(ROHHAD Syndrome),"보통 건강하던 1~9세 정도 어린이의 체중이 갑자기 증가합니다. 항상 배고픔을 호소하고 음식 섭취량이 증가하면서 체중이 증가합니다. 급격한 체중 증가 후에는 호흡 장애가 나타나는데, 수면 중 호흡이 얕아지거나 수면 무호흡증이 생길 수 있습니다. 이로 인해 산소 교환이 제대로 되지 않아 저산소증 등의 증상이 나타납니다. 또 체온 조절이 잘되지 않아 손발이 차갑고 땀이 많이 나며 고열 또는 저체온증의 증상이 나타납니다. 자율신경 조절 장애로 인해 사시나 변비 또는 설사가 있을 수 있고, 느린 심장 박동이 느껴질 수 있습니다. 또한 신경모세포종과 같은 신경 말단 종양이 발생할 수 있습니다. 발작, 기분 및 발달 장애, 사춘기 지연 등이 나타날 수 있습니다.

"
루드비히 안자이나 (Ludwig's angina),"① 혀가 위로 상승하여 혀가 2개처럼 보임(대표적인 증상)② 목 통증, 목 부종, 목 발적, 혀의 부종, 연하 곤란, 경부 운동 제한③ 귀의 통증, 침 흘림④ 발열, 피곤, 피로감⑤ 혼수 혹은 다른 의식 상태의 변화, 호흡 곤란

"
루빈스타인 테이비 증후군 (Rubinstein-Taybi syndrome),"루빈스타인 테이비 증후군 환자에게는 보편적으로 영아기 수유 곤란과 이로 인한 발육 지연이 나타납니다. 잦은 호흡기 감염과 선천성 심장 질환으로 인해 합병증이 동반될 수 있습니다.

① 안면 두개- 머리 : 소두증(35%), 큰 전측 천문(앞숫구멍, 41%), 늦게 닫히는 천문, 앞 이마 돌출- 얼굴 : 낮은 앞 머리카락 라인, 상악골의 형성 부전, 낮은 입천장, 소하악증- 귀 : 정상보다 아래에 위치하고 제대로 형성되지 않은 귓바퀴(84%), 청각 장애- 눈 : 많은 눈썹 숱, 긴 속눈썹, 안검 하수, 낮게 위치한 안검렬(눈꺼풀 틈새)(88%), 내안각 주름, 사시(69%), 비루관 폐쇄, 백내장, 녹내장, 안과적 결손- 코 : 부리 모양의 콧날(90%), 어긋난 비중격- 입 : 입이 작게 벌려짐, 좁은 구개(입천장), 윗입술이 짧고 아랫입술은 돌출됨- 치아 : 밀집된 치아

② 사지 및 골격 이상- 골 성숙 지연(49%)- 발 : 넓고 큰 발가락(100%), 첫 번째 발가락과 두 번째 발가락 사이의 발바닥 주름, 편평족- 손 : 넓은 엄지손가락(87%), 다섯 번째 손가락의 만지증, 합지증, 다지증, 한 줄로 가로질러 난 손바닥 주름- 두개 : 커다란 대후두공, 두정공- 척추 : 척추측만증, 잠재척추이분증- 골반 : 작고 편평한 장골각- 슬개골(무릎뼈)의 이상 위치

③ 성장 및 발달 장애- 지능 : IQ 30~79(평균 51). 환자의 50%에게 50 이하의 지능 지수가 나타남,- 언어 장애(90%)- 근 긴장 저하(90%)- 성장 지연 : 출생 후 성장 지연(평균 성인 남성 신장 : 153cm, 평균 성인 여성 신장 : 147cm)- 영아기 수유 곤란- 발달 장애 : 평균적으로 11개월에 앉고, 30개월에 걷고, 25개월경에 첫 단어를 말하고, 62개월경에 대소변을 가림.

④ 기타- 심장 기형(33%)- 동맥관개존증, 심실 및 심방 중격 결손- 비뇨생식기 : 요도 하열, 잠복고환(남아의 78%)- 피부 : 다모증(75%), 외과적 상처에 케로이드 형성, 모세혈관종, 밀크커피색 반점- 비정상적인 뇌파(30%)- 수면 및 마취 시 장애- 흉골 이상- 발작, 과다 반사- 뇌량체의 발육 부진"
류마티스 관절염(Rheumatoid arthritis),"류마티스 관절염의 초기 증세는 주로 손마디가 뻣뻣해지는 것입니다. 특히 아침에 자고 일어난 직후에 이 증상이 심하게 나타납니다. 1시간 이상 관절을 움직여야만 뻣뻣한 증세가 풀립니다. 이러한 증상은 심하면 하루 종일 지속되기도 합니다.

이와 동시에 환자들은 손마디가 붓고 통증이 느껴져 손을 쓸 수 없다고 호소합니다. 관절염이 무릎이나 팔꿈치, 발목, 어깨, 발까지 침범하는 경우도 흔합니다. 통증이 있는 마디를 만지면 따뜻한 열감을 느낄 수 있습니다. 관절 마디가 붓는 이유는 활막이 붓고, 그 주위에 관절 삼출액이라는 물이 차기 때문입니다. 이러한 증상이 수개월에서 수년 동안 지속되면 관절의 연골이나 주위 조직이 손상되면서 관절 마디가 휘어지거나 굳어져 마음대로 쓸 수 없게 되는 장애가 생깁니다. 이러한 손상을 예방하기 위해서는 초기부터 꾸준하고 적절한 치료를 하는 것이 매우 중요합니다.

또 다른 초기 증세로는 전신의 피로감이 있습니다. 환자들은 관절이 아파서 행동에 불편함을 느끼지만, 이와 동시에 전신의 무력감으로 고생합니다. 눈에는 보이지 않지만 조금만 활동해도 쉽게 피곤해지는 증상은 많은 류마티스 관절염 환자들의 고통을 유발합니다."
리 증후군(Leigh syndrome),"리 증후군 환자에게 처음 나타나는 증상은 성장 장애와 구토입니다. 대부분의 환아에게 처음으로 수유(젖 빨기) 능력 저하, 목 가누기 소실 증상이 나타납니다. 구토, 보챔, 계속되는 울음, 간질, 발작, 발달 장애 등이 동반될 수 있습니다.

증상이 진행되면 전체적으로 근육의 힘이 없어지고 근력 손실, 유산증 등이 나타납니다. 유산증은 호흡기와 신장 기능의 장애를 유발합니다. 또한 심장에 이상이 나타날 수 있습니다.
또한, 시신경에 영향을 주어 시력 감퇴, 안구진탕증, 안근 마비 등의 증상이 나타날 수 있습니다. 리 증후군 환자는 대부분 2~3세경 호흡 곤란이나 심장 기능 상실로 인해 사망합니다."
리스테리아(Listeria),"리스테리아균에 감염되면 열, 근육통, 구토, 설사, 두통, 경련이 나타날 수 있으며, 목이 뻣뻣해지고 신체의 균형을 잃을 수 있습니다. 임산부가 감염되면 독감과 유사한 증상이 나타나며, 태아까지 감염되면 유산되거나 미숙아로 태어날 수 있습니다.
"
린치 증후군(Lynch Syndrome),"린치 증후군 환자의 70~80% 정도에게 대장암이 발생하며, 이로 인해 출혈, 장 폐쇄, 종괴 등의 증상이 나타날 수 있습니다. 린치 증후군의 증상은 산발성 대장암과 큰 차이가 없습니다. 다만 우측 대장암이 잘 나타나며, 조직학적 특성상 저분화암, 점액암이 많습니다. 또한 림프구의 침윤이 증가하여 크론씨병에서 나타나는 림프구 침윤과 비슷한 양상을 보이는 경우가 많습니다.
대장암 외에 많이 발생하는 암은 여성의 자궁암입니다. 환자의 40~50% 정도에서 발생하며, 자궁암으로 인한 질 출혈, 월경 불순 등의 증상이 나타날 수 있습니다. 이외에 기타 위암, 소장암, 요관암을 포함한 비뇨기계암, 간담도계암 등과 이에 따른 고유 증상이 발생할 수 있습니다."
림프관종(Lymphangioma),"림프관종의 증상은 발생 부위에 따라 다르게 나타납니다. 림프관종은 손발톱, 머리카락, 치아 등 림프관이 없는 일부 부위를 제외한 모든 신체 부위에서 발생할 수 있습니다. 림프관종은 주로 얼굴, 목, 겨드랑이, 팔다리, 뱃속에서 많이 발생합니다. 얼굴과 목에서는 림프관종이 눈에 띄게 기형적으로 나타나며, 그 크기도 다양합니다. 림프관종이 턱 밑에 발생한 경우 기도를 눌러 질식할 수도 있습니다.

림프관종이 팔과 다리에 발생한 경우 외양상의 문제 외에는 별다른 문제가 없습니다. 림프관종이 발생한 부위에는 말랑말랑한 혹이 생깁니다. 따라서 몸 외부에 발생한 경우만이 아니라 뱃속에서 발생한 경우에도 배가 볼록해집니다. 따라서 림프관종은 대개 눈으로 보고 파악할 수 있습니다.

림프관종이 발생한 부위에는 염증이 생기면서 그 부위가 빨개지고 땡땡해집니다. 림프관종이 목에 생기면 낭종이 커지면서 호흡을 방해하기도 합니다. 하지만 림프관종은 대개 우연히 발견됩니다. 환자의 성장과 함께 림프관종은 서서히 커지며, 출혈이나 상기도 감염 후에는 그 크기가 급격히 커질 수 있습니다.
"
림프부종(Lymphedema),"림프부종의 대표적인 증상은 부종입니다. 대개 통증 없이 사지가 천천히 점진적으로 부어오릅니다. 부종이 과골 주위(복숭아뼈)를 포함한 사지의 말단 부위에서 시작하여 점차 진행되면, 발목의 외곽굴곡이 사라질 정도로 심해집니다.

림프부종의 다른 증상으로는 피부 변화가 있습니다. 초기에 대개 분홍빛을 띤 적색이 나타나고 약간 따뜻해집니다. 하지만 시간이 지나면서 피부가 두꺼워지고 각화증이 심해지며, 태선화가 진행됩니다. 반복적인 습진성 피부염, 피부 박탈이 발생하기도 합니다. 이외에 발톱이 노랗게 변색되거나 늑막액이 고이기도 합니다. 쑤시는 듯한 통증이나 사지가 무거워지는 듯한 느낌을 느끼기도 하지만, 심각한 수준에 이르는 경우는 드뭅니다.
"
림프종(Lymphoma),
마로토-라미 증후군(Maroteaux-Lamy Syndrome),"마로토-라미 증후군은 증상의 발현 시기, 진행 속도, 장기 침범의 정도에 따라 경증, 중간형, 중증으로 분류됩니다. 중증은 1~3세, 중간형은 소아 후기, 경증은 10대 이후에 증상이 나타납니다.신체적 특징으로는 저신장, 조악한 얼굴, 낮은 콧등과 넓은 코, 두꺼운 입술, 거설증, 대두증, 수두증 등이 나타납니다. 귀, 코, 목, 눈에 나타나는 증상으로는 각막 혼탁, 녹내장, 청력 소실, 만성 비염과 콧물 등이 있습니다.

뇌실계는 정상이지만 뇌지주막하 통로가 폐쇄된 경우에는 교통성 수두증(communicating  hydrocephalus)으로 인해 점차 뇌실이 확장되고 뇌압이 상승합니다. 경증인 경우에는 정상적인 지능을 갖거나, 혹은 정상과 거의 가까운 지능을 가집니다. 중증인 경우에는 2~5세 경에 지능과 신경계의 저하가 시작되어, 공격적이고 돌발적인 과잉 행동과 함께 심각한 정신 지체가 나타납니다.

근골격계에는 관절 경직과 구축, 다발성 골형성 부전증, 척추 뼈 이상, 흉골 돌출, 흉곽의 비정상, 요추 후만증, 외번슬 등의 증상이 나타납니다.

심맥 관계에서는 심장 판막 질환이 발생합니다. 이 밖에 서혜부와 제대 탈장, 간비종대, 두텁고 단단한 피부, 작고 벌어진 치아, 치아 돌기 저형성증(odontoid hypoplasia)로 인한 치아 우식증이 동반되기도 합니다."
마르판 증후군 (Marfan syndrome),"
① 눈아동기에 근시가 빠르게 진행되며, 특징적인 안과적 특징이 나타납니다. 마르판 증후군 환자의 60%에게 수정체 편위, 상방향으로의 눈의 수정체 이탈, 녹내장, 망막 박리, 백내장 등과 같은 안과적인 문제가 나타납니다. 이러한 문제는 안경이나 렌즈를 사용하여 교정할 수 있습니다.

② 골격마르판 증후군의 가장 흔한 임상 증상은 골격계 이상입니다. 그 증상으로는 몸통보다 긴 하지, 큰 키, 긴 손가락과 발가락, 편평족, 척추의 측만, 흉곽 모양의 변화(새가슴, 오목가슴), 좁은 얼굴 등이 있습니다. 외형상 가장 눈에 띄는 신체적 특징은 새장형의 체형과 몸에 비해 사지가 비정상적으로 과성장하는 것입니다. 환자의 75% 정도는 하절이 상절보다 길고, 양팔을 좌우로 펼친 길이가 신장보다 깁니다. 척추 측만이 가볍거나 심하게 나타나고, 진행적입니다.
환자의 80% 정도에게 거미같이 가늘고 긴 손가락 및 발가락 모양이 관찰됩니다. 엄지손가락을 손바닥 쪽으로 굽히고 나머지 손가락으로 엄지손가락을 감싸듯이 주먹을 쥐면 엄지손가락 끝이 새끼손가락의 밖으로 돌출됩니다. 근육 발달이 저하되고 피하 지방이 매우 적은 것도 마르판 증후군 환자의 외형에서 확인되는 특징 중 하나입니다.
이외에 다양한 관절의 이완으로 인해 슬개골, 견관절, 흉쇄관절, 중수지 관절 등에 만성, 재발성의 아탈구가 흔히 관찰됩니다. 이는 외반슬 및 전반슬에서도 발생할 수 있습니다. 관절 이완이 비교적 쉽게 관찰되는 부위는 손목과 엄지손가락입니다. 엄지손가락을 뒤로 심하게 젖히면 엄지손가락의 끝이 팔에 닿을 정도입니다. 환자가 오랫동안 서 있으면 족부에 편평 외반족의 변형이 나타납니다. 경중의 차이는 있지만 거의 모든 환자에게서 편평족의 변화가 확인됩니다. 골반 내 돌출비구를 보이는 환자도 있습니다. 이것이 진행되면서 연골용해증을 유발하기도 합니다. 환자의 50% 이상에게 척추의 병변이 동반됩니다.

③ 얼굴길고 좁은 얼굴형, 안구 함몰, 눈꺼풀틈새(palpebral fissues)의 하향경사, 하악의 형성부전, 높은 아치형의 구개, 소하악증, 하악후퇴증 등의 특징이 나타납니다.

④ 심혈관계마르판 증후군 환자는 심혈관계 이상으로 인해 사망할 확률이 높습니다. 심혈관계 이상으로는 대동맥 근위부의 확장과 판막변성에 의한 폐쇄부전 등이 있습니다. 대동맥 근위부의 확장은 환자의 60~80% 정도에게서 관찰됩니다. 이것이 심해지면 매우 위험한 합병증인 대동맥 혈관벽의 균열, 파열 등이 유발될 수 있습니다.

⑤ 기타- 경막확장증과 척수막탈출증(myomeningocele)- 요통, 다리 근위부의 통증, 무릎 위아래 부분의 허약, 무감각- 생식기와 직장의 통증- 경질막낭의 CSF의 누출로 인한 기립성 저혈압, 두통- 서혜부 탈장, 기흉을 동반함- 학습 장애, 부정맥, 구개파열- 대동맥 혈관이 4cm 이상 확장된 마르판 증후군 여성 환자가 임신하는 것은 위험합니다. 임신으로 인해 대동맥 혈관 확장이 빠르게 진행될 수 있기 때문입니다."
마버그열(Marburg hemorrhagic fever),"마버그 바이러스에 감염되면, 5일에서 10일간의 잠복기를 거친 후 발열, 오한, 두통, 근육통, 권태감 등의 증상이 나타납니다. 이로부터 2~3일 후에는 인두염, 구토, 설사 증상이 나타납니다. 그 이후 출혈이 시작되며, 이로 인해 장기부전증, 쇼크, 혈관 질환, 신경계 질환이 발생하면서 사망에 이르게 됩니다."
만기 정상 분만(Normal full term spontaneous delivery),
만성 B형 간염(Chronic hepatitis B),"만성 B형 간염은 대부분 무증상입니다. 만성 B형 간염 환자의 일부는 간염이 악화되는 시기에 식욕이 없어지거나 메스꺼움, 구토, 발열, 관절통 등의 증상이 나타날 수 있습니다. 심한 경우, 눈의 흰자위가 노래지는 황달과 함께 짙은 소변, 몸의 가려움증이 동반될 수 있습니다. 이와 함께 복부의 오른쪽 윗부분에 통증이나 잦은 피곤함이 느껴질 수도 있습니다.
"
만성 C형 간염(Chronic hepatitis C),"만성 C형 간염은 대부분 무증상입니다. 이 질환은 건강검진 등을 통해 우연히 확인되는 경우가 많습니다. 일부 환자에게는 피로감, 소화불량, 상복부의 불편감, 황달 등의 증상이 나타납니다."
만성 기관지염(Chronic bronchitis),"만성 기관지염이 있는 흡연자는 아침에 기상할 때나 첫 담배를 피울 때 기침을 많이 하며, 온도 차가 심한 곳에서는 가래가 섞인 기침을 많이 할 수 있습니다. 호흡할 때 쌕쌕거리는 소리가 나고, 조금만 운동해도 숨이 차며, 때로 피가 가래에 섞여 나오기도 합니다. 객혈은 폐렴, 결핵 등의 증상으로서 나타날 수도 있으므로, 정확한 진단을 위해 전문의와 상의할 필요가 있습니다."
만성 기침(Chronic cough),"후비루 증후군은 만성 기침을 유발하는 대표적인 원인입니다. 콧물이 뒤로 넘어가 목을 자극하면서 기침을 유발하는 증상이 나타납니다. 주로 밤에 자리에 누웠을 때 증상이 심해집니다. 코 뒷부분과 목 뒷부분이 연결되는 부위에 이물감이 느껴지며, 코가 막혀 숨을 몰아쉬기도 합니다."
만성 단순 태선(Lichen simplex chronicus),"만성 단순 태선의 가장 흔한 증상은 가려움증입니다. 주로 손목 안쪽, 허벅지 안쪽, 손등, 발목, 음경의 귀두에 발생합니다. 또한 반복적으로 피부를 긁으면 피부 표면이 두꺼워지면서 살이 튼 것 같은 여러 개의 선이 나타납니다. 병변 부위에 저색소 침착이나 과색소 침착이 나타날 수 있습니다. 보통 가려움증으로 인해 피부를 자극하면 피가 납니다. 심지어 흉터가 발생할 때까지 긁어야 비로소 가려움증이 해소됩니다. 이런 증상은 스트레스가 심할 때, 더운 환경에 있을 때, 저녁 식후 또는 잠이 들 때 심해질 수 있습니다."
만성 담낭염(Chronic cholecystitis),"만성 담낭염 환자들은 대부분 아무런 증상을 느끼지 않습니다. 간혹 담낭에 의한 통증을 느낄 수 있습니다. 평상시에 전혀 증상이 없다가 갑자기 오른쪽 윗배에 통증이 나타납니다. 통증이 오른쪽 어깻죽지와 등 쪽까지 뻗치면서 아파서 뒹굴 정도로 심하게 나타나는 경우도 있습니다. 과식하거나 지방이 많은 음식을 섭취하면 소화를 잘 시키지 못하며, 윗배의 불쾌감과 팽만감이 생기기도 합니다.
"
만성 두드러기(Chronic urticaria),"두드러기가 생기면 작은 구진성 팽진부터 10cm 이상의 큰 팽진까지 나타날 수 있습니다. 작은 팽진이 합쳐져 큰 팽진으로 변할 수 있고, 팽진의 중심부가 없어지며 원형 홍반으로 남을 수 있습니다. 팽진은 대부분 가려우며, 전신 어디에나 생길 수 있습니다. 보통 발생 후 수 시간이면 소실되지만 드물게 하루 이상 지속되는 경우도 있습니다. 두드러기가 48시간 이상 지속되는 경우 2차 두드러기와 같은 다른 원인을 찾아보아야 합니다.
두드러기와 유사한 질환으로, 두드러기보다 피부 깊은 부위에 발생하며 가려움증보다는 통증이 나타나는 맥관부종이 있습니다. 맥관부종은 흔히 점막을 침범하여, 심한 경우 호흡기계, 위장관계나 심혈관계의 증상이 동반될 수 있습니다.

"
만성 부비동염(Chronic rhinosinusitis),
만성 비염(Chronic rhinitis),"만성 비염에는 다양한 증상이 있습니다. 그중에서 가장 많이 나타나는 증상은 만성 콧물이며, 이 밖에도 코막힘, 재채기, 가려움증 등이 나타납니다. 코막힘이 심하여 양쪽 코가 모두 막힌 경우에는 입으로 호흡하는 구호흡이 나타날 수 있으며, 비강의 분비물이 뒤쪽 콧구멍으로 흘러내리는 경우에는 후비루 증후군이 나타날 수 있습니다. 염증이 지속되어 비점막의 신경이 노출되면서 발작성 재채기를 일으키기도 하며, 후각 소실이나 후각 감퇴가 나타날 수도 있습니다.
"
만성 신부전(Chronic renal failure),"만성 신부전의 증상은 거의 모든 장기에서 다양하게 나타납니다. 적절한 치료를 시행하지 않으면 위험한 상황을 초래할 수 있습니다. 일반적으로 신경계 증상(감각 및 운동 장애, 피로 증가, 졸음, 의식 장애, 혼수), 심혈관계 증상(고혈압, 동맥 경화증), 호흡기계 증상(폐부종, 흉수), 소화기계 증상(식욕 감퇴, 구역질과 구토, 복수)이 나타날 수 있습니다. 피부의 경우 소양증, 혈액의 경우 빈혈, 출혈 경향을 보입니다. 내분비계의 경우 부갑상선기능항진증, 고환 및 난소 기능 저하가 나타날 수 있고, 면역계의 경우 면역 기능 저하가 나타나는 등 전신 증상이 나타날 수 있습니다.
"
만성 신우신염(Chronic pyelonephritis),"만성 신우신염의 증상은 급성 신우신염처럼 확실하게 나타나지는 않습니다. 다만 전신 쇠약, 옆구리 통증, 단백뇨, 혈뇨, 세균뇨와 같은 소변 이상 증상이 장기간 지속됩니다. 증상이 전혀 없다가 만성 신부전으로 발현되는 경우도 있습니다. 증상이 심한 경우, 옆구리 부위의 뻐근한 통증, 배뇨 후의 잔뇨감, 소변 혼탁, 발열 등이 발생할 수 있습니다.

"
만성 위염(Chronic gastritis),"① 표층성 위염은 상복부에 통증을 유발합니다. 이 증상은 식사 직후에 나타날 수 있습니다. 상복부가 무겁게 눌리는 것 같은 기분이 느껴지고, 메스껍고 가슴이 답답하여 소화성 궤양과 비슷한 증상이 나타나기도 합니다.
② 위축성 위염은 위점막이 위축되어 위산 분비가 감소하는 질환입니다. 위 속이 저산증이 되면서 세균 증식이 일어납니다. 명확하게 나타나는 증상은 없고, 소화 불량 증상이 나타납니다. 기름기가 많거나 조미료(짜거나 매운 것)를 많이 넣은 식사를 한 후에 소화가 잘 안되는 것 같은 느낌이 드는 경우가 많습니다. 입맛이 떨어지고 메스꺼움, 구토, 전신 권태감, 설사 등의 증상이 나타날 수 있습니다.
"
만성 전립선염(Chronic prostatitis),"가장 흔히 호소하는 증상은 회음부의 불쾌감으로 가벼운 불쾌감에서 심한 작열감 및 압박감, 통증까지 다양하게 나타납니다.전신무력감, 피로, 빈뇨, 배뇨곤란, 긴박뇨, 잔뇨감, 야간뇨, 요도구 끝의 통증이나 불쾌감, 사정 시의 통증이나 이상 분비물, 발기부전이나 조루 등이 나타날 수 있습니다. 또 소변이 탁하고 간혹 우윳빛이나 혈성 분비물이 보이기도 합니다. 과음, 과로, 스트레스, 과격한 성생활, 장거리 운전, 장시간 앉아서 일을 한 후에는 증상이 악화될 수 있습니다. 기타 증상으로는 팔다리저림, 허리 통증 등의 이상을 보이기도 합니다.
"
만성 중이염(Chronic otitis media),"만성 중이염의 증상은 고막과 중이의 구조물에 발생한 염증과 파괴의 정도에 따라 달라집니다. 반복적인 염증이 나타나서 귀에서 진물과 고름이 나오며, 좋지 않은 냄새가 날 수 있습니다. 이러한 귀의 분비물은 감기에 걸렸을 경우 더 심해질 수 있습니다. 만성 중이염이 있는 귀에는 흔히 청력 저하와 귀울림이 동반됩니다. 청력 저하는 중이의 구조가 파괴된 정도에 따라 달라집니다. 귀의 통증, 어지러움은 흔한 증상이 아닙니다. 하지만 만성 중이염 환자에게 이러한 증상이 나타난 경우, 중이염 합병증을 의심해야 합니다.
"
만성 췌장염(Chronic pancreatitis),"만성 췌장염은 특별한 증상 없이 우연히 발견되는 경우가 많습니다.
만성 췌장염의 가장 흔한 증상 중 하나는 심한 상복부 통증입니다. 췌장의 염증으로 인해 췌장의 부종과 섬유화가 발생하여 신경 말단이 자극되고, 췌관 내 압력이 증가하고 췌장 실질의 혈류가 감소하여 허혈성 통증이 발생합니다. 이는 요통, 복부 통증 및 압통을 일으킵니다. 복통은 종종 식후 15~30분 정도에 발생하여 수일간 지속되며 대개 수개월 간격으로 반복되는 특징이 있습니다. 통증은 명치나, 몸의 왼쪽에서 주로 나타납니다. 때로는 통증이 등, 가슴, 옆구리 등으로 방사됩니다. 특히 췌장은 등 쪽에 있는 장기이므로 누운 자세에서는 통증이 심해지고, 다리를 모으고 구부린 자세에서는 통증이 완화됩니다.
췌장의 외분비 기능이 감소하면 이로 인해 각종 영양분의 소화 흡수에 장애가 발생합니다. 주로 지방 흡수 장애가 나타나며 단백질 흡수 장애가 나타나기도 합니다. 지방이 들어 있는 음식을 섭취한 후 대변의 양이 많고 냄새가 심합니다. 대변이 물에 뜨거나 물에 기름방울이 뜨는 지방변이 생깁니다. 지용성 흡수 장애와 체중 감소가 나타나기도 합니다.
췌장의 내분비 기능의 장애는 췌장이 심하게 파괴된 말기에 주로 나타납니다. 이때 인슐린이 부족해지면서 당뇨병이 발생합니다.
"
만성 치주염(Chronic periodontitis),"만성 치주염의 증상은 다음과 같습니다. 칫솔질할 때 잇몸에서 피가 나고 치아가 흔들리며, 치아에 힘이 없어져 음식을 씹기 힘들어집니다. 잇몸이 들뜬 느낌이 듭니다. 입 냄새(구취)가 심해져 대인관계가 어려워집니다. 잇몸에 볼록하게 고름이 차고 잇몸이 붉게 변하며 건드리면 아픕니다. 치아의 사이가 벌어지고 위치 변화가 생깁니다. 초기에는 대체로 별로 아프지 않으며, 질환이 상당히 진행되어야 불편함이 느껴집니다. 일반적으로 만성 치주염의 증상은 주로 30대 후반 이후에 나타납니다. 다만 일부 만성 치주염 환자는 10대부터 잇몸이 안 좋아집니다.
잇몸병의 진행 과정은 다음과 같습니다.
① 치은염 - 잇몸이 붓고 붉어지며 칫솔질 시 피가 납니다.② 초기 치주염 - 잇몸이 붓고 들뜬 느낌이 나고 붉어지며 건드리면 피가 납니다.③ 중기 치주염 - 잇몸이 내려가고 이 사이가 뜨기 시작하며 치아가 약간씩 흔들리기 시작합니다.④ 진행된 치주염 - 잇몸이 심하게 내려가고 이 사이가 벌어지며 치아가 흔들립니다.
"
만성 폐쇄성 폐질환(Chronic obstructive pulmonary disease),"만성 폐쇄성 폐질환의 임상적 특징에는 만성적인 기침, 가래, 호흡 곤란 등이 있습니다. 특히 폐렴과 같은 호흡기 감염이 발생할 경우 평소에 느끼지 못하던 증상이 갑자기 악화하기도 합니다.

① 경미한 증상- 힘들게 일하거나 빨리 걸을 때 조금 숨이 차는 것을 느낍니다.- 기침을 많이 하기도 합니다. 가끔은 기침할 때 가래가 나오기도 합니다.

② 일반적인 증상- 힘들게 일하거나 빨리 걸을 때 종종 숨이 차는 것을 느낍니다.- 기침을 좀 더 많이 하고, 이때 가래도 나옵니다.- 간단한 집안일을 하는 것이 힘들 수 있습니다.

③ 중증의 증상- 기침을 훨씬 더 많이 하고 가래도 많이 나옵니다.- 어느 때나 숨이 차게 됩니다.- 감기나 폐렴에서 회복하는 데 몇 주가 걸릴 수 있습니다.- 직장에서 일하거나 집안일을 하기 어렵습니다.- 계단을 오르거나 걷는 것이 어렵습니다.- 쉽게 피곤해집니다.
"
만성 폐질환(Chronic lung disease),"만성 폐질환은 대부분 흡연자 및 고령자에게서 발생하는 빈도가 높습니다. 40대 이상의 흡연자는 흉부 X-ray 촬영과 같은 기본적인 검사를 1~2년에 한 차례씩 시행해야 합니다.
비흡연자는 기침이 2주 이상 지속되는 경우 다른 기저 질환이 없는지 병원에 가서 진단해야 합니다."
만성 피로 증후군(Chronic Fatigue Syndrome),"만성 피로 증후군의 증상은 개인마다 다양하게 나타날 수 있습니다. 만성 피로 증후군의 가장 일반적인 증상은 다음과 같습니다.

① 별다른 원인 없이 심한 피로를 느끼며, 이러한 피로가 6개월 이상 지속됩니다.② 집중력 저하, 기억력 장애, 수면 장애, 위장 장애 등의 증상이 나타납니다.③ 이외에 복통, 흉통, 식욕 부진, 오심, 호흡 곤란, 체중 감소, 우울, 불안 등 다양한 증상을 호소할 수 있습니다.정확한 진단 및 만성 피로를 유발하는 다른 질환을 배제하기 위해서는 전문의의 진료가 필요합니다.

"
만성골수백혈병(Chronic myeloid leukemia),"만성골수백혈병은 초기에는 증상이 뚜렷하지 않아 진단하기 어렵습니다. 일상적인 신체 검사나 혈액 검사에서 우연히 발견되는 경우가 대부분입니다. 특징적으로 비장이 커져 있는 경우가 많으며, 간 비대를 보이기도 합니다. 일부 환자는 피로, 체중 감소, 소화 불량, 비장종대로 병원을 찾았다가 만성골수백혈병을 진단받기도 합니다. 병기에 따른 증상은 다음과 같습니다.① 만성기 증상피로, 체중 감소, 식욕 부진, 복부 팽만, 조기 포만감, 발한, 비장 비대, 간 비대 등이 있습니다.

② 가속기 증상빈혈이 나타나거나, 필라델피아 염색체 이외의 부가적인 염색체 이상이 발견될 수 있습니다. 백혈병 세포가 골수 이외의 신체 조직 기관을 침범할 수 있습니다. 비장이 더 커지는 것과 같이 급성 백혈병과 유사한 증상이 나타납니다.

③ 급성기 증상가속기의 증상이 계속되며, 비장이 더욱 커지고 감염, 출혈이 빈번해집니다. 백혈구 응혈증에 의한 폐와 뇌혈관의 혈류 저하로 폐렴, 호흡 곤란, 어지럼증, 운동 능력의 부조화 등이 나타나고, 겨드랑이와 사타구니 부위에 림프선 비대가 발생할 수 있습니다.
"
